"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Italy,"25,603,510",,"188,322",,"25,267,118",,"148,070",137,"424,864","3,125","268,196,399","4,450,449","60,262,770","Last updated: March 04, 2023, 13:50 "
UK,"24,370,154",,"206,952",,"24,099,465",,"63,737",N/A,"355,780","3,021","522,526,476","7,628,357","68,497,907","Last updated: March 04, 2023, 13:50 "
Russia,"22,328,569","+14,049","396,255",+39,"21,668,320","+11,462","263,994",N/A,"153,139","2,718","273,400,000","1,875,095","145,805,947","Last updated: March 04, 2023, 13:50 "
Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976","Last updated: March 04, 2023, 13:50 "
Spain,"13,770,429",,"119,479",,"13,615,878",,"35,072",231,"294,749","2,557","471,036,328","10,082,298","46,719,142","Last updated: March 04, 2023, 13:50 "
Vietnam,"11,526,962",+12,"43,186",,"10,614,788",,"868,988",3,"116,489",436,"85,826,548","867,342","98,953,541","Last updated: March 04, 2023, 13:50 "
Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792","Last updated: March 04, 2023, 13:50 "
Taiwan,"10,094,733","+11,397","18,143",+71,"9,791,026","+17,137","285,564",,"422,575",759,"30,742,304","1,286,903","23,888,595","Last updated: March 04, 2023, 13:50 "
Argentina,"10,044,125",,"130,463",,"9,909,866",,"3,796",363,"218,302","2,836","35,716,069","776,264","46,010,234","Last updated: March 04, 2023, 13:50 "
Netherlands,"8,598,182",,"22,992",,"8,559,864",,"15,326",53,"499,562","1,336","25,984,435","1,509,718","17,211,447","Last updated: March 04, 2023, 13:50 "
Iran,"7,569,483",,"144,867",,"7,339,572",,"85,044",312,"87,994","1,684","55,034,937","639,771","86,022,837","Last updated: March 04, 2023, 13:50 "
Mexico,"7,459,860",,"333,038",,"6,696,871",,"429,951",N/A,"56,702","2,531","19,572,325","148,768","131,562,772","Last updated: March 04, 2023, 13:50 "
Indonesia,"6,736,994",+207,"160,928",+3,"6,572,609",+277,"3,457",N/A,"24,135",577,"114,158,919","408,975","279,134,505","Last updated: March 04, 2023, 13:50 "
Poland,"6,431,888","+3,112","118,952",+11,"5,335,940",,"976,996",696,"170,427","3,152","38,306,928","1,015,028","37,739,785","Last updated: March 04, 2023, 13:50 "
Colombia,"6,360,089",,"142,629",,"6,183,658",,"33,802",342,"123,466","2,769","36,951,507","717,327","51,512,762","Last updated: March 04, 2023, 13:50 "
Austria,"5,936,666","+5,073","21,921",+2,"5,854,585","+5,534","60,160",72,"654,776","2,418","211,273,524","23,302,116","9,066,710","Last updated: March 04, 2023, 13:50 "
Greece,"5,871,458",,"36,185",,"5,811,707","+2,619","23,566",115,"569,125","3,507","102,228,365","9,909,078","10,316,637","Last updated: March 04, 2023, 13:50 "
Portugal,"5,568,084",,"26,180",,"5,538,074",,"3,830",61,"549,090","2,582","45,980,330","4,534,294","10,140,570","Last updated: March 04, 2023, 13:50 "
Ukraine,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122","Last updated: March 04, 2023, 13:50 "
Chile,"5,174,951",,"64,210",,"5,101,501",,"9,240",87,"268,826","3,336","48,486,557","2,518,757","19,250,195","Last updated: March 04, 2023, 13:50 "
Malaysia,"5,043,456",,"36,965",,"4,997,244",,"9,247",6,"151,998","1,114","68,236,549","2,056,490","33,181,072","Last updated: March 04, 2023, 13:50 "
Israel,"4,800,913",,"12,303",,"4,781,252",,"7,358",57,"514,788","1,319","41,373,364","4,436,346","9,326,000","Last updated: March 04, 2023, 13:50 "
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679","Last updated: March 04, 2023, 13:50 "
Thailand,"4,728,035",,"33,911",,"4,692,636",,"1,488",N/A,"67,468",484,"17,270,775","246,450","70,078,203","Last updated: March 04, 2023, 13:50 "
Belgium,"4,727,795",,"33,775",,"4,661,070",,"32,950",43,"405,184","2,895","36,752,058","3,149,741","11,668,278","Last updated: March 04, 2023, 13:50 "
Czechia,"4,613,882",+980,"42,464",+4,"4,561,632","+1,334","9,786",45,"429,727","3,955","57,017,713","5,310,502","10,736,784","Last updated: March 04, 2023, 13:50 "
Canada,"4,591,149",,"51,249",,"4,505,125","+1,530","34,775",99,"119,597","1,335","66,343,123","1,728,207","38,388,419","Last updated: March 04, 2023, 13:50 "
Peru,"4,486,665",+212,"219,485",+7,"4,265,173",+90,"2,007",34,"133,198","6,516","38,078,495","1,130,455","33,684,208","Last updated: March 04, 2023, 13:50 "
Switzerland,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637","Last updated: March 04, 2023, 13:50 "
Philippines,"4,076,866",+170,"66,143",+10,"4,001,665",+449,"9,058",162,"36,236",588,"34,629,611","307,794","112,508,994","Last updated: March 04, 2023, 13:50 "
South Africa,"4,064,889",,"102,595",,"3,912,506",,"49,788",192,"66,905","1,689","26,795,090","441,027","60,756,135","Last updated: March 04, 2023, 13:50 "
Romania,"3,340,342",,"67,704",,"3,263,301",,"9,337",115,"175,518","3,558","26,676,248","1,401,701","19,031,335","Last updated: March 04, 2023, 13:50 "
Denmark,"3,175,474",+69,"8,277",+3,"3,166,219",,978,19,"544,216","1,419","129,201,848","22,142,752","5,834,950","Last updated: March 04, 2023, 13:50 "
Hong Kong,"2,883,655",+42,"13,462",+1,"2,855,882","+2,334","14,311",28,"379,214","1,770","76,127,725","10,011,143","7,604,299","Last updated: March 04, 2023, 13:50 "
Sweden,"2,698,535",,"23,703",,"2,671,383",+312,"3,449",8,"264,071","2,320","19,477,620","1,906,026","10,218,971","Last updated: March 04, 2023, 13:50 "
Serbia,"2,495,185",,"17,844",,"2,462,644",,"14,697",10,"288,360","2,062","12,422,732","1,435,653","8,653,016","Last updated: March 04, 2023, 13:50 "
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965","Last updated: March 04, 2023, 13:50 "
Singapore,"2,230,570",,"1,722",,"2,149,583",,"79,265",1,"375,293",290,"24,756,666","4,165,302","5,943,546","Last updated: March 04, 2023, 13:50 "
New Zealand,"2,216,852",,"3,904",,"2,205,354",,"7,594",,"452,585",797,"7,768,604","1,586,011","4,898,203","Last updated: March 04, 2023, 13:50 "
Hungary,"2,195,926",,"48,751",,"2,143,184",,"3,991",13,"228,593","5,075","11,394,556","1,186,160","9,606,259","Last updated: March 04, 2023, 13:50 "
Bangladesh,"2,037,829",,"29,445",,"1,998,448",,"9,936",N/A,"12,138",175,"15,254,399","90,862","167,885,689","Last updated: March 04, 2023, 13:50 "
Slovakia,"1,863,377",+139,"21,030",+1,"1,841,083",+84,"1,264",20,"341,266","3,852","7,405,734","1,356,314","5,460,193","Last updated: March 04, 2023, 13:50 "
Georgia,"1,825,598",,"16,965",,"1,776,548",,"32,085",,"459,995","4,275","16,920,079","4,263,340","3,968,738","Last updated: March 04, 2023, 13:50 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 04, 2023, 13:50 "
Ireland,"1,703,850",,"8,691",,"1,692,612",,"2,547",12,"339,399","1,731","13,033,385","2,596,189","5,020,199","Last updated: March 04, 2023, 13:50 "
Pakistan,"1,577,119",+46,"30,643",,"1,538,689",,"7,787",7,"6,872",134,"30,570,862","133,213","229,488,994","Last updated: March 04, 2023, 13:50 "
Norway,"1,479,208",,"5,213",,"1,473,276",,719,20,"268,392",946,"11,002,430","1,996,315","5,511,370","Last updated: March 04, 2023, 13:50 "
Finland,"1,462,976",,"8,936",,"1,452,070",+140,"1,970",21,"263,364","1,609","12,047,792","2,168,835","5,554,960","Last updated: March 04, 2023, 13:50 "
Kazakhstan,"1,408,124",,"13,846",,"1,383,020",,"11,258",24,"73,321",721,"11,575,012","602,707","19,205,043","Last updated: March 04, 2023, 13:50 "
Slovenia,"1,329,775",+389,"7,074",+1,"1,318,364",+279,"4,337",8,"639,920","3,404","2,839,092","1,366,239","2,078,034","Last updated: March 04, 2023, 13:50 "
Lithuania,"1,306,273",+348,"9,594",+1,"1,290,412",+46,"6,267",7,"490,765","3,604","10,381,848","3,900,446","2,661,708","Last updated: March 04, 2023, 13:50 "
Bulgaria,"1,297,006",,"38,219",,"1,255,859",,"2,928",25,"189,493","5,584","11,061,072","1,616,030","6,844,597","Last updated: March 04, 2023, 13:50 "
Morocco,"1,272,477",,"16,296",,"1,256,119",,62,3,"33,688",431,"12,988,810","343,867","37,772,756","Last updated: March 04, 2023, 13:50 "
Croatia,"1,268,992",,"17,971",,"1,250,549",,472,10,"312,615","4,427","5,503,682","1,355,825","4,059,286","Last updated: March 04, 2023, 13:50 "
Guatemala,"1,237,335",,"20,177",,"1,216,061",,"1,097",5,"66,581","1,086","6,948,424","373,892","18,584,039","Last updated: March 04, 2023, 13:50 "
Lebanon,"1,232,301",,"10,835",,"1,087,587",,"133,879",74,"184,342","1,621","4,795,578","717,380","6,684,849","Last updated: March 04, 2023, 13:50 "
Costa Rica,"1,204,164",,"9,230",,"860,711",,"334,223",52,"232,358","1,781","4,659,757","899,158","5,182,354","Last updated: March 04, 2023, 13:50 "
Bolivia,"1,193,650",,"22,365",,"1,158,540",,"12,745",220,"99,532","1,865","2,705,422","225,590","11,992,656","Last updated: March 04, 2023, 13:50 "
Tunisia,"1,150,962",,"29,331",,N/A,N/A,N/A,44,"95,542","2,435","5,002,248","415,240","12,046,656","Last updated: March 04, 2023, 13:50 "
Cuba,"1,112,613",,"8,530",,"1,103,992",,91,2,"98,412",754,"14,319,601","1,266,588","11,305,652","Last updated: March 04, 2023, 13:50 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 04, 2023, 13:50 "
UAE,"1,052,519",+137,"2,349",,"1,035,507",+83,"14,663",,"104,398",233,"199,309,468","19,769,264","10,081,785","Last updated: March 04, 2023, 13:50 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 04, 2023, 13:50 "
Panama,"1,031,273",,"8,604",,"1,022,299",,370,16,"231,905","1,935","7,532,271","1,693,801","4,446,964","Last updated: March 04, 2023, 13:50 "
Mongolia,"1,007,897",,"2,179",,"1,005,716",,2,192,"298,364",645,"4,030,048","1,193,000","3,378,078","Last updated: March 04, 2023, 13:50 "
Nepal,"1,001,149",,"12,020",,"989,122",+1,7,,"33,123",398,"6,013,984","198,970","30,225,582","Last updated: March 04, 2023, 13:50 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 04, 2023, 13:50 "
Latvia,"976,095",,"6,244",,"969,510",,341,13,"527,951","3,377","7,865,291","4,254,183","1,848,837","Last updated: March 04, 2023, 13:50 "
Saudi Arabia,"829,688",+64,"9,617",,"816,858",+43,"3,213",31,"23,147",268,"45,151,519","1,259,635","35,844,909","Last updated: March 04, 2023, 13:50 "
Azerbaijan,"828,648",,"10,126",,"818,351",,171,,"80,450",983,"7,530,018","731,055","10,300,205","Last updated: March 04, 2023, 13:50 "
Paraguay,"808,401",,"19,878",,N/A,N/A,N/A,7,"110,651","2,721","2,657,506","363,751","7,305,843","Last updated: March 04, 2023, 13:50 "
Bahrain,"708,532",,"1,552",,"706,013",,967,6,"397,163",870,"10,742,269","6,021,509","1,783,983","Last updated: March 04, 2023, 13:50 "
Sri Lanka,"672,032",,"16,830",,"655,201",,1,,"31,147",780,"6,486,117","300,619","21,575,842","Last updated: March 04, 2023, 13:50 "
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326","Last updated: March 04, 2023, 13:50 "
Dominican Republic,"660,705",,"4,384",,"644,785",,"11,536",4,"59,758",397,"3,740,928","338,350","11,056,370","Last updated: March 04, 2023, 13:50 "
Cyprus,"650,685",,"1,330",,"644,185",,"5,170",60,"531,872","1,087","9,640,118","7,879,860","1,223,387","Last updated: March 04, 2023, 13:50 "
Myanmar,"633,935",,"19,490",,"614,402",,43,,"11,479",353,"10,064,165","182,232","55,227,143","Last updated: March 04, 2023, 13:50 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 04, 2023, 13:50 "
Estonia,"615,119",,"2,940",,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910","Last updated: March 04, 2023, 13:50 "
Moldova,"607,450",,"11,988",,"504,142",,"91,320",49,"151,364","2,987","3,216,305","801,437","4,013,171","Last updated: March 04, 2023, 13:50 "
Venezuela,"552,034",,"5,854",,"545,895",,285,36,"18,862",200,"3,359,014","114,771","29,266,991","Last updated: March 04, 2023, 13:50 "
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 04, 2023, 13:50 "
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745","Last updated: March 04, 2023, 13:50 "
Ethiopia,"500,031",,"7,572",,"487,287",,"5,172",1,"4,139",63,"5,492,111","45,460","120,812,698","Last updated: March 04, 2023, 13:50 "
Qatar,"494,377",,686,,"493,225",,466,32,"165,903",230,"4,065,369","1,364,257","2,979,915","Last updated: March 04, 2023, 13:50 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 04, 2023, 13:50 "
Honduras,"472,219",,"11,111",,N/A,N/A,N/A,105,"46,200","1,087","1,635,233","159,984","10,221,247","Last updated: March 04, 2023, 13:50 "
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966","Last updated: March 04, 2023, 13:50 "
Bosnia and Herzegovina,"401,636",,"16,279",,"379,084",,"6,273",,"123,606","5,010","1,884,721","580,036","3,249,317","Last updated: March 04, 2023, 13:50 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 04, 2023, 13:50 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 04, 2023, 13:50 "
Zambia,"343,079",,"4,057",,"338,734",,288,,"17,621",208,"3,937,973","202,256","19,470,234","Last updated: March 04, 2023, 13:50 "
Kenya,"342,919",,"5,688",,"337,216",,15,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 04, 2023, 13:50 "
Albania,"334,427",,"3,597",,"329,169",,"1,661",,"116,672","1,255","1,941,032","677,173","2,866,374","Last updated: March 04, 2023, 13:50 "
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162","Last updated: March 04, 2023, 13:50 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 04, 2023, 13:50 "
Montenegro,"288,490",,"2,805",,"285,034",,651,6,"459,416","4,467","2,719,537","4,330,818","627,950","Last updated: March 04, 2023, 13:50 "
Brunei,"278,698",,225,,"243,601",,"34,872",3,"625,682",505,"717,784","1,611,437","445,431","Last updated: March 04, 2023, 13:50 "
Algeria,"271,469",,"6,881",,"182,799",,"81,789",,"5,986",152,"230,861","5,091","45,350,148","Last updated: March 04, 2023, 13:50 "
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 04, 2023, 13:50 "
Zimbabwe,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428","Last updated: March 04, 2023, 13:50 "
Uzbekistan,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084","Last updated: March 04, 2023, 13:50 "
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461","Last updated: March 04, 2023, 13:50 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 04, 2023, 13:50 "
Laos,"218,019",+2,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023","Last updated: March 04, 2023, 13:50 "
Afghanistan,"209,369",+3,"7,896",,"191,176",+2,"10,297",45,"5,137",194,"1,202,018","29,494","40,754,388","Last updated: March 04, 2023, 13:50 "
Iceland,"209,093",,229,,N/A,N/A,N/A,2,"605,377",663,"1,996,384","5,780,036","345,393","Last updated: March 04, 2023, 13:50 "
Kyrgyzstan,"206,673",,"2,991",,"196,406",,"7,276",131,"30,717",445,"1,907,195","283,460","6,728,271","Last updated: March 04, 2023, 13:50 "
Guadeloupe,"201,852",,"1,010",,N/A,N/A,N/A,19,"504,890","2,526","938,039","2,346,306","399,794","Last updated: March 04, 2023, 13:50 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: March 04, 2023, 13:50 "
Trinidad and Tobago,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585","Last updated: March 04, 2023, 13:50 "
Maldives,"185,732",,311,,"163,687",,"21,734",25,"343,322",575,"2,213,831","4,092,223","540,985","Last updated: March 04, 2023, 13:50 "
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450","Last updated: March 04, 2023, 13:50 "
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874","Last updated: March 04, 2023, 13:50 "
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863","Last updated: March 04, 2023, 13:50 "
Jamaica,"154,196",,"3,502",,"102,393",,"48,301",,"51,655","1,173","1,183,986","396,633","2,985,094","Last updated: March 04, 2023, 13:50 "
Cambodia,"138,719",,"3,056",,"135,658",+1,5,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: March 04, 2023, 13:50 "
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464","Last updated: March 04, 2023, 13:50 "
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548","Last updated: March 04, 2023, 13:50 "
Malta,"117,477",,827,,"116,028",,622,4,"264,568","1,862","2,117,102","4,767,893","444,033","Last updated: March 04, 2023, 13:50 "
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023","Last updated: March 04, 2023, 13:50 "
Angola,"105,277",,"1,933",,"103,317",,27,,"3,006",55,"1,499,795","42,818","35,027,343","Last updated: March 04, 2023, 13:50 "
Channel Islands,"101,382",,227,,"101,029",,126,,"574,523","1,286","1,252,808","7,099,551","176,463","Last updated: March 04, 2023, 13:50 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: March 04, 2023, 13:50 "
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792","Last updated: March 04, 2023, 13:50 "
Senegal,"88,921",,"1,971",,"86,947",,3,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: March 04, 2023, 13:50 "
Malawi,"88,702",,"2,686",,"85,580",,436,67,"4,395",133,"624,784","30,959","20,180,839","Last updated: March 04, 2023, 13:50 "
Ivory Coast,"88,231",,834,,"87,363",,34,,"3,180",30,"1,679,900","60,554","27,742,298","Last updated: March 04, 2023, 13:50 "
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831","Last updated: March 04, 2023, 13:50 "
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915","Last updated: March 04, 2023, 13:50 "
French Polynesia,"77,957",,649,,N/A,N/A,N/A,7,"274,338","2,284",,,"284,164","Last updated: March 04, 2023, 13:50 "
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817","Last updated: March 04, 2023, 13:50 "
Guyana,"73,075",,"1,298",,"71,756",,21,,"92,029","1,635","722,237","909,567","794,045","Last updated: March 04, 2023, 13:50 "
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190","Last updated: March 04, 2023, 13:50 "
Fiji,"68,897",,883,,"66,860",,"1,154",,"75,755",971,"668,967","735,560","909,466","Last updated: March 04, 2023, 13:50 "
Madagascar,"67,865",,"1,422",,"66,433",,10,,"2,326",49,"525,461","18,009","29,178,077","Last updated: March 04, 2023, 13:50 "
Sudan,"63,809",,"5,013",,"58,460",,336,,"1,387",109,"562,941","12,240","45,992,020","Last updated: March 04, 2023, 13:50 "
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: March 04, 2023, 13:50 "
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678","Last updated: March 04, 2023, 13:50 "
Bhutan,"62,620",,21,,"61,564",,"1,035",,"79,473",27,"2,303,734","2,923,739","787,941","Last updated: March 04, 2023, 13:50 "
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: March 04, 2023, 13:50 "
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840","Last updated: March 04, 2023, 13:50 "
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426","Last updated: March 04, 2023, 13:50 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: March 04, 2023, 13:50 "
Andorra,"47,875",,165,,"47,563",,147,14,"618,037","2,130","249,838","3,225,256","77,463","Last updated: March 04, 2023, 13:50 "
Papua New Guinea,"46,809",,670,,"43,982",,"2,157",7,"5,037",72,"249,149","26,813","9,292,169","Last updated: March 04, 2023, 13:50 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: March 04, 2023, 13:50 "
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609","Last updated: March 04, 2023, 13:50 "
Tanzania,"42,846",,846,,N/A,N/A,N/A,7,677,13,,,"63,298,550","Last updated: March 04, 2023, 13:50 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: March 04, 2023, 13:50 "
Mauritius,"41,752",,"1,043",,"40,030",,679,,"32,754",818,"358,675","281,374","1,274,727","Last updated: March 04, 2023, 13:50 "
Togo,"39,382",,290,,"39,078",,14,,"4,537",33,"808,447","93,130","8,680,837","Last updated: March 04, 2023, 13:50 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: March 04, 2023, 13:50 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: March 04, 2023, 13:50 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: March 04, 2023, 13:50 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: March 04, 2023, 13:50 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: March 04, 2023, 13:50 "
Haiti,"34,143",,860,,"33,044",,239,,"2,923",74,"132,422","11,337","11,680,283","Last updated: March 04, 2023, 13:50 "
Mali,"33,051",,743,,"32,145",,163,,"1,539",35,"796,406","37,087","21,473,764","Last updated: March 04, 2023, 13:50 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: March 04, 2023, 13:50 "
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113","Last updated: March 04, 2023, 13:50 "
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726","Last updated: March 04, 2023, 13:50 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: March 04, 2023, 13:50 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: March 04, 2023, 13:50 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: March 04, 2023, 13:50 "
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489","Last updated: March 04, 2023, 13:50 "
San Marino,"23,583",,122,,"23,276",,185,4,"691,888","3,579","157,634","4,624,732","34,085","Last updated: March 04, 2023, 13:50 "
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429","Last updated: March 04, 2023, 13:50 "
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838","Last updated: March 04, 2023, 13:50 "
