"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
North America,"124,972,586",,"1,615,028",,"120,354,939","+1,441","3,002,619","7,531",,,,,,"Last updated: March 13, 2023, 13:55 "
Asia,"214,750,893","+15,122","1,538,631",+93,"199,372,668","+19,648","13,839,594","15,548",,,,,,"Last updated: March 13, 2023, 13:55 "
Europe,"246,943,039","+19,762","2,022,451",+97,"242,544,916","+46,563","2,375,672","6,453",,,,,,"Last updated: March 13, 2023, 13:55 "
South America,"68,084,986",,"1,351,148",,"66,326,526",,"407,312","10,185",,,,,,"Last updated: March 13, 2023, 13:55 "
Oceania,"14,039,057","+1,644","26,243",+3,"13,873,166","+1,631","139,648",55,,,,,,"Last updated: March 13, 2023, 13:55 "
Africa,"12,800,272",,"258,610",,"12,077,412",+9,"464,250",548,,,,,,"Last updated: March 13, 2023, 13:55 "
,721,,15,,706,,0,0,,,,,,"Last updated: March 13, 2023, 13:55 "
World,"681,591,554","+36,528","6,812,126",+193,"654,550,333","+69,291","20,229,095","40,320","87,442",873.9,,,,"Last updated: March 13, 2023, 13:55 "
USA,"105,602,997",,"1,148,785",,"103,160,419",,"1,293,793","2,365","315,416","3,431","1,168,689,987","3,490,656","334,805,269","Last updated: March 13, 2023, 13:55 "
India,"44,690,936",,"530,782",,"44,156,345",,"3,809",N/A,"31,772",377,"919,671,930","653,811","1,406,631,776","Last updated: March 13, 2023, 13:55 "
France,"39,655,930",,"165,163",,"39,425,027",,"65,740",869,"604,654","2,518","271,490,188","4,139,547","65,584,518","Last updated: March 13, 2023, 13:55 "
Germany,"38,256,003",,"169,057",,"37,868,100","+21,400","218,846",N/A,"456,061","2,015","122,332,384","1,458,359","83,883,596","Last updated: March 13, 2023, 13:55 "
Brazil,"37,085,520",,"699,310",,"36,249,161",,"137,049",N/A,"172,208","3,247","63,776,166","296,146","215,353,593","Last updated: March 13, 2023, 13:55 "
Japan,"33,326,890","+3,368","73,226",+27,"21,703,521",+995,"11,550,143",111,"265,374",583,"96,226,546","766,227","125,584,838","Last updated: March 13, 2023, 13:55 "
S. Korea,"30,638,929","+4,198","34,115",+12,"30,435,599",,"169,215",142,"596,902",665,"15,804,065","307,892","51,329,899","Last updated: March 13, 2023, 13:55 "
Italy,"25,627,473",,"188,538",,"25,294,864",,"144,071",104,"425,262","3,129","268,674,307","4,458,380","60,262,770","Last updated: March 13, 2023, 13:55 "
UK,"24,396,534",,"207,695",,"24,129,971","+4,846","58,868",N/A,"356,165","3,032","522,526,476","7,628,357","68,497,907","Last updated: March 13, 2023, 13:55 "
Russia,"22,433,361","+10,268","396,620",+34,"21,779,606","+9,476","257,135",N/A,"153,858","2,720","273,400,000","1,875,095","145,805,947","Last updated: March 13, 2023, 13:55 "
Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976","Last updated: March 13, 2023, 13:55 "
Spain,"13,778,467",,"119,618",,"13,624,507",,"34,342",231,"294,921","2,560","471,036,328","10,082,298","46,719,142","Last updated: March 13, 2023, 13:55 "
Vietnam,"11,527,046",+9,"43,186",,"10,614,819",+1,"869,041",1,"116,489",436,"85,826,548","867,342","98,953,541","Last updated: March 13, 2023, 13:55 "
Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792","Last updated: March 13, 2023, 13:55 "
Taiwan,"10,177,165","+6,577","18,549",+37,"9,935,941","+17,211","222,675",,"426,026",776,"30,742,304","1,286,903","23,888,595","Last updated: March 13, 2023, 13:55 "
Argentina,"10,044,957",,"130,472",,"9,911,664",,"2,821",363,"218,320","2,836","35,716,069","776,264","46,010,234","Last updated: March 13, 2023, 13:55 "
Netherlands,"8,602,266",,"22,992",,"8,563,380",+396,"15,894",53,"499,799","1,336","25,984,435","1,509,718","17,211,447","Last updated: March 13, 2023, 13:55 "
Iran,"7,573,328",,"144,956",,"7,340,279",,"88,093",407,"88,039","1,685","55,353,767","643,478","86,022,837","Last updated: March 13, 2023, 13:55 "
Mexico,"7,491,188",,"333,235",,"6,723,772",,"434,181",N/A,"56,940","2,533","19,642,771","149,303","131,562,772","Last updated: March 13, 2023, 13:55 "
Indonesia,"6,739,289",+222,"160,950",+2,"6,575,099",+311,"3,240",N/A,"24,144",577,"114,158,919","408,975","279,134,505","Last updated: March 13, 2023, 13:55 "
Poland,"6,453,221",+535,"119,030",,"5,335,940",,"998,251",696,"170,993","3,154","38,372,093","1,016,754","37,739,785","Last updated: March 13, 2023, 13:55 "
Colombia,"6,360,780",,"142,639",,"6,184,346",,"33,795",342,"123,480","2,769","36,951,507","717,327","51,512,762","Last updated: March 13, 2023, 13:55 "
Austria,"5,976,589","+1,950","21,995",,"5,905,634","+4,423","48,960",78,"659,179","2,426","211,273,524","23,302,116","9,066,710","Last updated: March 13, 2023, 13:55 "
Greece,"5,896,788",,"36,283",,"5,835,175","+2,618","25,330",115,"571,580","3,517","102,228,365","9,909,078","10,316,637","Last updated: March 13, 2023, 13:55 "
Portugal,"5,570,473",,"26,266",,"5,539,213",,"4,994",61,"549,325","2,590","45,994,869","4,535,728","10,140,570","Last updated: March 13, 2023, 13:55 "
Ukraine,"5,399,231",,"111,298",,"5,270,797",,"17,136",,"125,005","2,577","32,603,805","754,855","43,192,122","Last updated: March 13, 2023, 13:55 "
Chile,"5,203,532",,"64,311",,"5,128,749",,"10,472",87,"270,311","3,341","48,630,711","2,526,245","19,250,195","Last updated: March 13, 2023, 13:55 "
Malaysia,"5,045,192",,"36,967",,"4,998,845",,"9,380",5,"152,050","1,114","68,309,333","2,058,684","33,181,072","Last updated: March 13, 2023, 13:55 "
Israel,"4,805,041",,"12,338",,"4,781,252",,"11,451",57,"515,231","1,323","41,373,364","4,436,346","9,326,000","Last updated: March 13, 2023, 13:55 "
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679","Last updated: March 13, 2023, 13:55 "
Belgium,"4,739,365",,"33,814",,"4,668,181","+1,046","37,370",43,"406,175","2,898","36,797,565","3,153,641","11,668,278","Last updated: March 13, 2023, 13:55 "
Thailand,"4,728,304",+122,"33,924",+6,"4,692,636",,"1,744",N/A,"67,472",484,"17,270,775","246,450","70,078,203","Last updated: March 13, 2023, 13:55 "
Czechia,"4,620,419",+120,"42,506",,"4,569,771",+830,"8,142",38,"430,335","3,959","57,046,964","5,313,226","10,736,784","Last updated: March 13, 2023, 13:55 "
Canada,"4,600,615",,"51,447",,"4,518,164","+1,441","31,004",99,"119,844","1,340","66,343,123","1,728,207","38,388,419","Last updated: March 13, 2023, 13:55 "
Peru,"4,488,139",,"219,563",,"4,266,121",,"2,455",34,"133,242","6,518","38,150,466","1,132,592","33,684,208","Last updated: March 13, 2023, 13:55 "
Switzerland,"4,392,464",,"14,452",,"4,373,995",,"4,017",39,"500,643","1,647","23,833,472","2,716,487","8,773,637","Last updated: March 13, 2023, 13:55 "
Philippines,"4,078,041",+146,"66,217",+7,"4,002,696",+119,"9,128",162,"36,246",589,"34,695,653","308,381","112,508,994","Last updated: March 13, 2023, 13:55 "
South Africa,"4,067,453",,"102,595",,"3,912,506",,"52,352",192,"66,947","1,689","26,795,090","441,027","60,756,135","Last updated: March 13, 2023, 13:55 "
Romania,"3,352,356","+6,310","67,773",+37,"3,267,395",,"17,188",117,"176,149","3,561","26,825,878","1,409,564","19,031,335","Last updated: March 13, 2023, 13:55 "
Denmark,"3,176,083",+51,"8,312",+4,"3,166,821",+47,950,19,"544,321","1,425","129,212,435","22,144,566","5,834,950","Last updated: March 13, 2023, 13:55 "
Hong Kong,"2,883,999",+32,"13,471",+1,"2,865,594",+398,"4,934",28,"379,259","1,771","76,127,725","10,011,143","7,604,299","Last updated: March 13, 2023, 13:55 "
Sweden,"2,699,339",,"23,749",,"2,672,804",+159,"2,786",8,"264,150","2,324","19,477,620","1,906,026","10,218,971","Last updated: March 13, 2023, 13:55 "
Serbia,"2,502,142",,"17,891",,"2,470,044",,"14,207",14,"289,164","2,068","12,483,869","1,442,719","8,653,016","Last updated: March 13, 2023, 13:55 "
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965","Last updated: March 13, 2023, 13:55 "
New Zealand,"2,239,800","+1,644","3,944",+3,"2,225,733","+1,631","10,123",,"457,270",805,"7,768,604","1,586,011","4,898,203","Last updated: March 13, 2023, 13:55 "
Singapore,"2,234,996",,"1,722",,"2,149,583",,"83,691",1,"376,037",290,"24,756,666","4,165,302","5,943,546","Last updated: March 13, 2023, 13:55 "
Hungary,"2,196,804",,"48,762",,"2,143,788",,"4,254",14,"228,685","5,076","11,394,556","1,186,160","9,606,259","Last updated: March 13, 2023, 13:55 "
Bangladesh,"2,037,871",,"29,445",,"1,998,448",,"9,978",N/A,"12,138",175,"15,254,399","90,862","167,885,689","Last updated: March 13, 2023, 13:55 "
Slovakia,"1,864,135",+15,"21,044",+2,"1,841,737",+16,"1,354",25,"341,405","3,854","7,409,388","1,356,983","5,460,193","Last updated: March 13, 2023, 13:55 "
Georgia,"1,827,537",,"16,971",,"1,776,548",,"34,018",,"460,483","4,276","16,920,079","4,263,340","3,968,738","Last updated: March 13, 2023, 13:55 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 13, 2023, 13:55 "
Ireland,"1,704,502",,"8,708",,"1,693,541",+134,"2,253",11,"339,529","1,735","13,041,966","2,597,898","5,020,199","Last updated: March 13, 2023, 13:55 "
