"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Slovakia,"1,863,022",+133,"21,024",+3,"1,840,809",+122,"1,189",20,"341,201","3,850","7,403,776","1,355,955","5,460,193","Last updated: March 01, 2023, 13:47 "
Georgia,"1,825,598",,"16,965",,"1,776,548",,"32,085",,"459,995","4,275","16,920,079","4,263,340","3,968,738","Last updated: March 01, 2023, 13:47 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 01, 2023, 13:47 "
Ireland,"1,702,523",,"8,629",,"1,692,188",+9,"1,706",11,"339,135","1,719","13,024,205","2,594,360","5,020,199","Last updated: March 01, 2023, 13:47 "
Pakistan,"1,576,999",+37,"30,643",,"1,538,689",,"7,667",13,"6,872",134,"30,570,862","133,213","229,488,994","Last updated: March 01, 2023, 13:47 "
Norway,"1,479,032",,"5,112",,"1,473,216",,704,20,"268,360",928,"11,002,430","1,996,315","5,511,370","Last updated: March 01, 2023, 13:47 "
Finland,"1,462,169",,"8,892",,"1,451,864",+86,"1,413",21,"263,219","1,601","12,047,792","2,168,835","5,554,960","Last updated: March 01, 2023, 13:47 "
Kazakhstan,"1,407,823",,"13,846",,"1,383,020",,"10,957",24,"73,305",721,"11,575,012","602,707","19,205,043","Last updated: March 01, 2023, 13:47 "
Slovenia,"1,328,673",+435,"7,071",,"1,317,563",+298,"4,039",6,"639,389","3,403","2,837,735","1,365,586","2,078,034","Last updated: March 01, 2023, 13:47 "
Lithuania,"1,305,163",+376,"9,589",,"1,289,728",+389,"5,846",6,"490,348","3,603","10,379,366","3,899,513","2,661,708","Last updated: March 01, 2023, 13:47 "
Bulgaria,"1,296,853",,"38,217",,"1,255,662",,"2,974",27,"189,471","5,584","11,055,587","1,615,228","6,844,597","Last updated: March 01, 2023, 13:47 "
Morocco,"1,272,454",,"16,296",,"1,256,091",,67,3,"33,687",431,"12,983,320","343,722","37,772,756","Last updated: March 01, 2023, 13:47 "
Croatia,"1,268,992",,"17,971",,"1,250,549",,472,10,"312,615","4,427","5,503,682","1,355,825","4,059,286","Last updated: March 01, 2023, 13:47 "
Guatemala,"1,236,406",,"20,173",,"1,215,077",,"1,156",5,"66,531","1,086","6,925,325","372,649","18,584,039","Last updated: March 01, 2023, 13:47 "
Lebanon,"1,231,840",,"10,828",,"1,087,587",,"133,425",74,"184,273","1,620","4,795,578","717,380","6,684,849","Last updated: March 01, 2023, 13:47 "
Costa Rica,"1,199,055",,"9,214",,"860,711",,"329,130",52,"231,373","1,778","4,659,757","899,158","5,182,354","Last updated: March 01, 2023, 13:47 "
Bolivia,"1,193,009",,"22,365",,"1,157,640",,"13,004",220,"99,478","1,865","2,705,422","225,590","11,992,656","Last updated: March 01, 2023, 13:47 "
Tunisia,"1,150,962",,"29,331",,N/A,N/A,N/A,44,"95,542","2,435","5,002,248","415,240","12,046,656","Last updated: March 01, 2023, 13:47 "
Cuba,"1,112,598",,"8,530",,"1,103,977",,91,2,"98,411",754,"14,317,478","1,266,400","11,305,652","Last updated: March 01, 2023, 13:47 "
Ecuador,"1,056,578",,"36,008",,"1,020,570",,0,759,"58,331","1,988","3,082,403","170,173","18,113,361","Last updated: March 01, 2023, 13:47 "
UAE,"1,052,029",+31,"2,349",,"1,035,173",,"14,507",,"104,349",233,"199,225,612","19,760,946","10,081,785","Last updated: March 01, 2023, 13:47 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 01, 2023, 13:47 "
Panama,"1,031,273",,"8,604",,"1,022,299",,370,16,"231,905","1,935","7,532,271","1,693,801","4,446,964","Last updated: March 01, 2023, 13:47 "
Mongolia,"1,007,896",,"2,179",,"1,005,711",,6,192,"298,364",645,"4,030,048","1,193,000","3,378,078","Last updated: March 01, 2023, 13:47 "
Nepal,"1,001,148",+3,"12,020",,"989,117",,11,,"33,123",398,"6,013,666","198,959","30,225,582","Last updated: March 01, 2023, 13:47 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 01, 2023, 13:47 "
Latvia,"976,031",+32,"6,242",+1,"969,467",+32,322,13,"527,916","3,376","7,864,859","4,253,949","1,848,837","Last updated: March 01, 2023, 13:47 "
Saudi Arabia,"829,478",,"9,615",,"816,729",,"3,134",34,"23,141",268,"45,144,125","1,259,429","35,844,909","Last updated: March 01, 2023, 13:47 "
Azerbaijan,"828,588",+40,"10,119",,"818,310",+29,159,,"80,444",982,"7,526,899","730,752","10,300,205","Last updated: March 01, 2023, 13:47 "
Paraguay,"808,327",,"19,870",,N/A,N/A,N/A,7,"110,641","2,720","2,657,506","363,751","7,305,843","Last updated: March 01, 2023, 13:47 "
Bahrain,"707,480",,"1,548",,"706,013",,-81,6,"396,573",868,"10,737,695","6,018,945","1,783,983","Last updated: March 01, 2023, 13:47 "
Sri Lanka,"672,030",,"16,830",,"655,198",,2,,"31,147",780,"6,486,117","300,619","21,575,842","Last updated: March 01, 2023, 13:47 "
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326","Last updated: March 01, 2023, 13:47 "
Dominican Republic,"660,533",,"4,384",,"644,785",,"11,364",4,"59,742",397,"3,740,928","338,350","11,056,370","Last updated: March 01, 2023, 13:47 "
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387","Last updated: March 01, 2023, 13:47 "
Myanmar,"633,918",,"19,490",,"614,399",,29,,"11,478",353,"10,053,350","182,036","55,227,143","Last updated: March 01, 2023, 13:47 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 01, 2023, 13:47 "
Estonia,"615,119",,"2,940",,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910","Last updated: March 01, 2023, 13:47 "
Moldova,"607,450","+3,700","11,988",+14,"504,142",,"91,320",49,"151,364","2,987","3,216,305","801,437","4,013,171","Last updated: March 01, 2023, 13:47 "
Venezuela,"551,981",,"5,853",,"545,871",,257,36,"18,860",200,"3,359,014","114,771","29,266,991","Last updated: March 01, 2023, 13:47 "
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 01, 2023, 13:47 "
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745","Last updated: March 01, 2023, 13:47 "
Ethiopia,"499,986",,"7,572",,"487,246",,"5,168",1,"4,139",63,"5,488,633","45,431","120,812,698","Last updated: March 01, 2023, 13:47 "
Qatar,"494,271",+104,686,,"493,138",+122,447,30,"165,867",230,"4,065,369","1,364,257","2,979,915","Last updated: March 01, 2023, 13:47 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 01, 2023, 13:47 "
Honduras,"472,116",,"11,111",,N/A,N/A,N/A,105,"46,190","1,087","1,633,222","159,787","10,221,247","Last updated: March 01, 2023, 13:47 "
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966","Last updated: March 01, 2023, 13:47 "
Bosnia and Herzegovina,"401,575",,"16,278",,"379,084",,"6,213",,"123,588","5,010","1,884,721","580,036","3,249,317","Last updated: March 01, 2023, 13:47 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 01, 2023, 13:47 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 01, 2023, 13:47 "
Zambia,"343,012",,"4,057",,"338,660",,295,,"17,617",208,"3,934,010","202,053","19,470,234","Last updated: March 01, 2023, 13:47 "
Kenya,"342,912",,"5,688",,"337,198",,26,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 01, 2023, 13:47 "
Albania,"334,391",,"3,596",,"329,145",,"1,650",,"116,660","1,255","1,941,032","677,173","2,866,374","Last updated: March 01, 2023, 13:47 "
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162","Last updated: March 01, 2023, 13:47 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 01, 2023, 13:47 "
Montenegro,"288,280",,"2,804",,"284,712",,764,6,"459,081","4,465","2,716,902","4,326,622","627,950","Last updated: March 01, 2023, 13:47 "
Brunei,"277,992",,225,,"243,601",,"34,166",3,"624,097",505,"717,784","1,611,437","445,431","Last updated: March 01, 2023, 13:47 "
Algeria,"271,441",,"6,881",,"182,793",,"81,767",,"5,985",152,"230,861","5,091","45,350,148","Last updated: March 01, 2023, 13:47 "
Nigeria,"266,593",,"3,155",,"259,850",,"3,588",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 01, 2023, 13:47 "
Zimbabwe,"263,921",,"5,663",,"257,205",,"1,053",12,"17,214",369,"2,525,756","164,744","15,331,428","Last updated: March 01, 2023, 13:47 "
Uzbekistan,"250,932",,"1,637",,"241,486",,"7,809",23,"7,298",48,"1,377,915","40,077","34,382,084","Last updated: March 01, 2023, 13:47 "
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461","Last updated: March 01, 2023, 13:47 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 01, 2023, 13:47 "
Laos,"218,015",,758,,N/A,N/A,N/A,,"29,142",101,"1,233,207","164,845","7,481,023","Last updated: March 01, 2023, 13:47 "
Afghanistan,"209,340",+17,"7,896",,"191,053",+42,"10,391",45,"5,137",194,"1,201,044","29,470","40,754,388","Last updated: March 01, 2023, 13:47 "
Iceland,"209,093",,229,,N/A,N/A,N/A,2,"605,377",663,"1,996,384","5,780,036","345,393","Last updated: March 01, 2023, 13:47 "
