"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Lithuania,"1,309,240",+684,"9,606",+3,"1,293,470",+430,"6,164",5,"491,880","3,609","10,393,773","3,904,926","2,661,708","Last updated: March 15, 2023, 01:08 "
Bulgaria,"1,298,013",+149,"38,232",,"1,256,916",+78,"2,865",29,"189,641","5,586","11,085,657","1,619,622","6,844,597","Last updated: March 15, 2023, 01:08 "
Morocco,"1,272,526",,"16,296",,"1,256,151",,79,3,"33,689",431,"12,995,267","344,038","37,772,756","Last updated: March 15, 2023, 01:08 "
Croatia,"1,269,687",,"18,006",,"1,251,200",,481,8,"312,786","4,436","5,530,633","1,362,464","4,059,286","Last updated: March 15, 2023, 01:08 "
Guatemala,"1,239,341",+391,"20,182",,"1,218,185",+401,974,5,"66,688","1,086","7,001,015","376,722","18,584,039","Last updated: March 15, 2023, 01:08 "
Lebanon,"1,233,151",+50,"10,846",+1,"1,087,587",,"134,718",74,"184,470","1,622","4,795,578","717,380","6,684,849","Last updated: March 15, 2023, 01:08 "
Costa Rica,"1,209,725",,"9,245",,"860,711",,"339,769",52,"233,432","1,784","4,659,757","899,158","5,182,354","Last updated: March 15, 2023, 01:08 "
Bolivia,"1,194,687",+74,"22,367",,"1,161,621",+164,"10,699",220,"99,618","1,865","2,705,422","225,590","11,992,656","Last updated: March 15, 2023, 01:08 "
Tunisia,"1,151,333",+207,"29,345",+4,N/A,N/A,N/A,44,"95,573","2,436","5,003,956","415,381","12,046,656","Last updated: March 15, 2023, 01:08 "
Cuba,"1,112,667",,"8,530",,"1,104,053",+6,84,2,"98,417",754,"14,324,663","1,267,036","11,305,652","Last updated: March 15, 2023, 01:08 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 15, 2023, 01:08 "
UAE,"1,054,008",+121,"2,349",,"1,036,392",+116,"15,267",,"104,546",233,"199,498,197","19,787,984","10,081,785","Last updated: March 15, 2023, 01:08 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 15, 2023, 01:08 "
Panama,"1,032,237",+506,"8,611",+2,"1,022,929",+405,697,16,"232,122","1,936","7,563,087","1,700,730","4,446,964","Last updated: March 15, 2023, 01:08 "
Mongolia,"1,007,900",,"2,179",,"1,005,717",,4,192,"298,365",645,"4,030,048","1,193,000","3,378,078","Last updated: March 15, 2023, 01:08 "
Nepal,"1,001,168",+2,"12,020",,"989,131",+1,17,,"33,123",398,"6,015,707","199,027","30,225,582","Last updated: March 15, 2023, 01:08 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 15, 2023, 01:08 "
Latvia,"976,355",+40,"6,255",+2,"969,734",+20,366,13,"528,091","3,383","7,867,013","4,255,114","1,848,837","Last updated: March 15, 2023, 01:08 "
Saudi Arabia,"830,731",+163,"9,622",,"817,505",+72,"3,604",47,"23,176",268,"45,190,490","1,260,723","35,844,909","Last updated: March 15, 2023, 01:08 "
Azerbaijan,"829,011",+65,"10,147",+3,"818,638",+48,226,,"80,485",985,"7,543,617","732,375","10,300,205","Last updated: March 15, 2023, 01:08 "
Paraguay,"808,507",,"19,880",,N/A,N/A,N/A,7,"110,666","2,721","2,657,506","363,751","7,305,843","Last updated: March 15, 2023, 01:08 "
Bahrain,"712,094",,"1,553",,"707,851",,"2,690",8,"399,160",871,"10,756,636","6,029,562","1,783,983","Last updated: March 15, 2023, 01:08 "
Sri Lanka,"672,047",+4,"16,831",+1,"655,206",,10,,"31,148",780,"6,486,117","300,619","21,575,842","Last updated: March 15, 2023, 01:08 "
Kuwait,"663,860",,"2,570",,"660,237",,"1,053",,"151,555",587,"8,455,743","1,930,391","4,380,326","Last updated: March 15, 2023, 01:08 "
Dominican Republic,"660,790",,"4,384",,"644,785",,"11,621",4,"59,766",397,"3,740,928","338,350","11,056,370","Last updated: March 15, 2023, 01:08 "
Cyprus,"652,386",,"1,335",,"645,696",,"5,355",60,"533,262","1,091","9,640,118","7,879,860","1,223,387","Last updated: March 15, 2023, 01:08 "
Myanmar,"633,965",+8,"19,490",,"614,457",+4,18,,"11,479",353,"10,108,854","183,041","55,227,143","Last updated: March 15, 2023, 01:08 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 15, 2023, 01:08 "
Estonia,"615,735",+312,"2,949",+3,"524,990",,"87,796",3,"465,792","2,231","3,682,656","2,785,860","1,321,910","Last updated: March 15, 2023, 01:08 "
Moldova,"613,974","+2,834","12,025",+22,"504,142",,"97,807",49,"152,990","2,996","3,216,305","801,437","4,013,171","Last updated: March 15, 2023, 01:08 "
Venezuela,"552,225",,"5,854",,"545,981",,390,31,"18,869",200,"3,359,014","114,771","29,266,991","Last updated: March 15, 2023, 01:08 "
Egypt,"515,759",,"24,613",,"442,182",,"48,964",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 15, 2023, 01:08 "
Libya,"507,201",,"6,437",,"500,750",,14,,"72,038",914,"2,483,812","352,777","7,040,745","Last updated: March 15, 2023, 01:08 "
Ethiopia,"500,188",+19,"7,572",,"487,386",+7,"5,230",1,"4,140",63,"5,503,146","45,551","120,812,698","Last updated: March 15, 2023, 01:08 "
Qatar,"495,700",+142,688,,"494,476",+105,536,26,"166,347",231,"4,065,369","1,364,257","2,979,915","Last updated: March 15, 2023, 01:08 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 15, 2023, 01:08 "
Honduras,"472,340",+32,"11,111",,N/A,N/A,N/A,105,"46,212","1,087","1,640,835","160,532","10,221,247","Last updated: March 15, 2023, 01:08 "
Armenia,"447,308",,"8,727",,"435,162",,"3,419",,"150,509","2,936","3,242,901","1,091,164","2,971,966","Last updated: March 15, 2023, 01:08 "
Bosnia and Herzegovina,"401,729",,"16,280",,"379,084",,"6,365",,"123,635","5,010","1,884,721","580,036","3,249,317","Last updated: March 15, 2023, 01:08 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 15, 2023, 01:08 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 15, 2023, 01:08 "
Zambia,"343,271",+136,"4,057",,"339,079",+225,135,,"17,631",208,"3,956,227","203,194","19,470,234","Last updated: March 15, 2023, 01:08 "
Kenya,"342,938",,"5,688",,"337,225",,25,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 15, 2023, 01:08 "
Albania,"334,523",+26,"3,598",,"329,228",+9,"1,697",,"116,706","1,255","1,941,032","677,173","2,866,374","Last updated: March 15, 2023, 01:08 "
Botswana,"329,769",,"2,801",,"326,962",,6,1,"135,087","1,147","2,026,898","830,300","2,441,162","Last updated: March 15, 2023, 01:08 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 15, 2023, 01:08 "
Montenegro,"289,069",+60,"2,808",,"285,610",+49,651,6,"460,338","4,472","2,726,002","4,341,113","627,950","Last updated: March 15, 2023, 01:08 "
Brunei,"279,661",,225,,"243,601",,"35,835",3,"627,844",505,"717,784","1,611,437","445,431","Last updated: March 15, 2023, 01:08 "
Algeria,"271,535",+3,"6,881",,"182,831",+2,"81,823",,"5,988",152,"230,861","5,091","45,350,148","Last updated: March 15, 2023, 01:08 "
Nigeria,"266,628",,"3,155",,"259,938",,"3,535",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 15, 2023, 01:08 "
Zimbabwe,"264,276",,"5,671",,"258,184",,421,12,"17,238",370,"2,525,756","164,744","15,331,428","Last updated: March 15, 2023, 01:08 "
Uzbekistan,"251,247",,"1,637",,"241,486",,"8,124",23,"7,307",48,"1,377,915","40,077","34,382,084","Last updated: March 15, 2023, 01:08 "
Mozambique,"233,214",,"2,242",,"228,805",,"2,167",11,"7,048",68,"1,371,127","41,437","33,089,461","Last updated: March 15, 2023, 01:08 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 15, 2023, 01:08 "
Laos,"218,023",,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023","Last updated: March 15, 2023, 01:08 "
Afghanistan,"209,589",+28,"7,896",,"191,390",+19,"10,303",45,"5,143",194,"1,207,654","29,632","40,754,388","Last updated: March 15, 2023, 01:08 "
