"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Italy,"25,627,473",,"188,538",,"25,294,864",,"144,071",104,"425,262","3,129","268,674,307","4,458,380","60,262,770","Last updated: March 15, 2023, 13:54 "
UK,"24,396,534",,"207,695",,"24,138,845","+4,224","49,994",N/A,"356,165","3,032","522,526,476","7,628,357","68,497,907","Last updated: March 15, 2023, 13:54 "
Russia,"22,454,933","+12,046","396,696",+32,"21,806,101","+14,089","252,136",N/A,"154,006","2,721","273,400,000","1,875,095","145,805,947","Last updated: March 15, 2023, 13:54 "
Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976","Last updated: March 15, 2023, 13:54 "
Spain,"13,778,467",,"119,618",,"13,624,507",,"34,342",231,"294,921","2,560","471,036,328","10,082,298","46,719,142","Last updated: March 15, 2023, 13:54 "
Vietnam,"11,527,079",+25,"43,186",,"10,614,829",+6,"869,064",1,"116,490",436,"85,826,548","867,342","98,953,541","Last updated: March 15, 2023, 13:54 "
Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792","Last updated: March 15, 2023, 13:54 "
Taiwan,"10,197,421","+10,188","18,619",+42,"9,966,743","+14,359","212,059",,"426,874",779,"30,742,304","1,286,903","23,888,595","Last updated: March 15, 2023, 13:54 "
Argentina,"10,044,957",,"130,472",,"9,912,836",,"1,649",363,"218,320","2,836","35,716,069","776,264","46,010,234","Last updated: March 15, 2023, 13:54 "
Netherlands,"8,604,733",,"22,992",,"8,563,853",,"17,888",53,"499,942","1,336","25,984,435","1,509,718","17,211,447","Last updated: March 15, 2023, 13:54 "
Iran,"7,573,328",,"144,956",,"7,340,279",,"88,093",407,"88,039","1,685","55,353,767","643,478","86,022,837","Last updated: March 15, 2023, 13:54 "
Mexico,"7,496,665","+4,553","333,257",+14,"6,733,227","+3,282","430,181",N/A,"56,982","2,533","19,682,803","149,608","131,562,772","Last updated: March 15, 2023, 13:54 "
Indonesia,"6,740,031",+362,"160,956",+3,"6,575,541",+191,"3,534",N/A,"24,146",577,"114,158,919","408,975","279,134,505","Last updated: March 15, 2023, 13:54 "
Poland,"6,462,369","+4,071","119,072",+26,"5,335,940",,"1,007,357",696,"171,235","3,155","38,398,766","1,017,461","37,739,785","Last updated: March 15, 2023, 13:54 "
Colombia,"6,360,780",,"142,639",,"6,184,346",,"33,795",342,"123,480","2,769","36,951,507","717,327","51,512,762","Last updated: March 15, 2023, 13:54 "
Austria,"5,981,084",,"22,002",,"5,912,126",,"46,956",78,"659,675","2,427","211,273,524","23,302,116","9,066,710","Last updated: March 15, 2023, 13:54 "
Greece,"5,896,788",,"36,283",,"5,842,412","+3,618","18,093",115,"571,580","3,517","102,228,365","9,909,078","10,316,637","Last updated: March 15, 2023, 13:54 "
Portugal,"5,570,473",,"26,266",,"5,540,048",+835,"4,159",61,"549,325","2,590","46,012,446","4,537,462","10,140,570","Last updated: March 15, 2023, 13:54 "
Ukraine,"5,399,231",,"111,298",,"5,278,141","+7,344","9,792",,"125,005","2,577","32,603,805","754,855","43,192,122","Last updated: March 15, 2023, 13:54 "
Chile,"5,209,152",,"64,330",,"5,135,832",,"8,990",88,"270,603","3,342","48,657,289","2,527,626","19,250,195","Last updated: March 15, 2023, 13:54 "
Malaysia,"5,045,192",,"36,967",,"4,998,845",,"9,380",5,"152,050","1,114","68,309,333","2,058,684","33,181,072","Last updated: March 15, 2023, 13:54 "
Israel,"4,806,396",,"12,341",,"4,781,252",,"12,803",57,"515,376","1,323","41,373,364","4,436,346","9,326,000","Last updated: March 15, 2023, 13:54 "
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679","Last updated: March 15, 2023, 13:54 "
Belgium,"4,739,365",,"33,814",,"4,670,274","+1,046","35,277",43,"406,175","2,898","36,797,565","3,153,641","11,668,278","Last updated: March 15, 2023, 13:54 "
Thailand,"4,728,304",,"33,924",,"4,692,636",,"1,744",N/A,"67,472",484,"17,270,775","246,450","70,078,203","Last updated: March 15, 2023, 13:54 "
Czechia,"4,623,277","+1,096","42,528",+5,"4,570,916",+138,"9,833",40,"430,602","3,961","57,059,392","5,314,384","10,736,784","Last updated: March 15, 2023, 13:54 "
Canada,"4,609,277",,"51,624",,"4,520,959",,"36,694",99,"120,069","1,345","66,343,123","1,728,207","38,388,419","Last updated: March 15, 2023, 13:54 "
Peru,"4,488,338",,"219,597",,"4,266,695",+529,"2,046",36,"133,248","6,519","38,159,985","1,132,875","33,684,208","Last updated: March 15, 2023, 13:54 "
Switzerland,"4,392,464",,"14,452",,"4,373,995",,"4,017",39,"500,643","1,647","23,833,472","2,716,487","8,773,637","Last updated: March 15, 2023, 13:54 "
Philippines,"4,078,231",+107,"66,237",+11,"4,002,926",+99,"9,068",162,"36,248",589,"34,711,871","308,525","112,508,994","Last updated: March 15, 2023, 13:54 "
South Africa,"4,068,319",,"102,595",,"3,912,506",,"53,218",192,"66,961","1,689","26,795,090","441,027","60,756,135","Last updated: March 15, 2023, 13:54 "
Romania,"3,352,356",,"67,773",,"3,272,569","+5,211","12,014",117,"176,149","3,561","26,825,878","1,409,564","19,031,335","Last updated: March 15, 2023, 13:54 "
Denmark,"3,176,268",+105,"8,322",+6,"3,166,948",+65,998,19,"544,352","1,426","129,215,497","22,145,091","5,834,950","Last updated: March 15, 2023, 13:54 "
Hong Kong,"2,884,099",+49,"13,472",+1,"2,866,168",+284,"4,459",28,"379,272","1,772","76,127,725","10,011,143","7,604,299","Last updated: March 15, 2023, 13:54 "
Sweden,"2,699,339",,"23,749",,"2,672,954",+41,"2,636",8,"264,150","2,324","19,477,620","1,906,026","10,218,971","Last updated: March 15, 2023, 13:54 "
Serbia,"2,504,113",,"17,900",,"2,471,811",,"14,402",15,"289,392","2,069","12,502,488","1,444,871","8,653,016","Last updated: March 15, 2023, 13:54 "
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965","Last updated: March 15, 2023, 13:54 "
New Zealand,"2,239,800",,"3,944",,"2,225,733",,"10,123",,"457,270",805,"7,768,604","1,586,011","4,898,203","Last updated: March 15, 2023, 13:54 "
Singapore,"2,234,996",,"1,722",,"2,149,583",,"83,691",1,"376,037",290,"24,756,666","4,165,302","5,943,546","Last updated: March 15, 2023, 13:54 "
Hungary,"2,196,804",,"48,762",,"2,143,788",,"4,254",14,"228,685","5,076","11,394,556","1,186,160","9,606,259","Last updated: March 15, 2023, 13:54 "
Bangladesh,"2,037,871",,"29,445",,"1,998,448",,"9,978",N/A,"12,138",175,"15,254,399","90,862","167,885,689","Last updated: March 15, 2023, 13:54 "
Slovakia,"1,864,353",+106,"21,049",+2,"1,841,975",+130,"1,329",25,"341,445","3,855","7,410,858","1,357,252","5,460,193","Last updated: March 15, 2023, 13:54 "
Georgia,"1,827,537",,"16,971",,"1,776,548",,"34,018",,"460,483","4,276","16,920,079","4,263,340","3,968,738","Last updated: March 15, 2023, 13:54 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 15, 2023, 13:54 "
Ireland,"1,704,502",,"8,708",,"1,693,564",,"2,230",8,"339,529","1,735","13,046,725","2,598,846","5,020,199","Last updated: March 15, 2023, 13:54 "
Pakistan,"1,577,785",+85,"30,645",,"1,538,689",,"8,451",11,"6,875",134,"30,570,862","133,213","229,488,994","Last updated: March 15, 2023, 13:54 "
Norway,"1,479,746",,"5,213",,"1,473,694",,839,20,"268,490",946,"11,002,430","1,996,315","5,511,370","Last updated: March 15, 2023, 13:54 "
Finland,"1,463,644",,"8,967",,"1,452,968",+76,"1,709",21,"263,484","1,614","12,057,338","2,170,554","5,554,960","Last updated: March 15, 2023, 13:54 "
Kazakhstan,"1,408,124",,"13,846",,"1,383,020",,"11,258",24,"73,321",721,"11,575,012","602,707","19,205,043","Last updated: March 15, 2023, 13:54 "
Slovenia,"1,334,089",+496,"7,083",,"1,321,603",+443,"5,403",4,"641,996","3,409","2,842,626","1,367,940","2,078,034","Last updated: March 15, 2023, 13:54 "
Lithuania,"1,309,661",+394,"9,606",,"1,293,811",+341,"6,244",5,"492,038","3,609","10,395,483","3,905,569","2,661,708","Last updated: March 15, 2023, 13:54 "
Bulgaria,"1,298,013",,"38,232",,"1,256,916",,"2,865",29,"189,641","5,586","11,085,657","1,619,622","6,844,597","Last updated: March 15, 2023, 13:54 "
Morocco,"1,272,526",,"16,296",,"1,256,151",,79,3,"33,689",431,"12,995,267","344,038","37,772,756","Last updated: March 15, 2023, 13:54 "
Croatia,"1,269,687",,"18,006",,"1,251,200",,481,8,"312,786","4,436","5,530,633","1,362,464","4,059,286","Last updated: March 15, 2023, 13:54 "
Guatemala,"1,239,341",,"20,182",,"1,218,185",,974,5,"66,688","1,086","7,001,015","376,722","18,584,039","Last updated: March 15, 2023, 13:54 "
Lebanon,"1,233,151",,"10,846",,"1,087,587",,"134,718",74,"184,470","1,622","4,795,578","717,380","6,684,849","Last updated: March 15, 2023, 13:54 "
Costa Rica,"1,209,725",,"9,245",,"860,711",,"339,769",52,"233,432","1,784","4,659,757","899,158","5,182,354","Last updated: March 15, 2023, 13:54 "
Bolivia,"1,194,687",,"22,367",,"1,161,621",,"10,699",220,"99,618","1,865","2,705,422","225,590","11,992,656","Last updated: March 15, 2023, 13:54 "
Tunisia,"1,151,333",,"29,345",,N/A,N/A,N/A,44,"95,573","2,436","5,003,956","415,381","12,046,656","Last updated: March 15, 2023, 13:54 "
Cuba,"1,112,667",,"8,530",,"1,104,053",,84,2,"98,417",754,"14,324,663","1,267,036","11,305,652","Last updated: March 15, 2023, 13:54 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 15, 2023, 13:54 "
UAE,"1,054,008",,"2,349",,"1,036,392",,"15,267",,"104,546",233,"199,498,197","19,787,984","10,081,785","Last updated: March 15, 2023, 13:54 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 15, 2023, 13:54 "
Panama,"1,032,237",,"8,611",,"1,022,929",,697,16,"232,122","1,936","7,563,087","1,700,730","4,446,964","Last updated: March 15, 2023, 13:54 "
Mongolia,"1,007,900",,"2,179",,"1,005,717",,4,192,"298,365",645,"4,030,048","1,193,000","3,378,078","Last updated: March 15, 2023, 13:54 "
Nepal,"1,001,172",+4,"12,020",,"989,133",+2,19,,"33,123",398,"6,015,840","199,031","30,225,582","Last updated: March 15, 2023, 13:54 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 15, 2023, 13:54 "
Latvia,"976,402",+47,"6,257",+2,"969,765",+31,380,13,"528,117","3,384","7,867,401","4,255,324","1,848,837","Last updated: March 15, 2023, 13:54 "
Saudi Arabia,"830,870",+139,"9,623",+1,"817,580",+75,"3,667",46,"23,180",268,"45,199,020","1,260,961","35,844,909","Last updated: March 15, 2023, 13:54 "
Azerbaijan,"829,011",,"10,147",,"818,638",,226,,"80,485",985,"7,543,617","732,375","10,300,205","Last updated: March 15, 2023, 13:54 "
Paraguay,"808,507",,"19,880",,N/A,N/A,N/A,7,"110,666","2,721","2,657,506","363,751","7,305,843","Last updated: March 15, 2023, 13:54 "
Bahrain,"712,094",,"1,553",,"707,851",,"2,690",8,"399,160",871,"10,756,636","6,029,562","1,783,983","Last updated: March 15, 2023, 13:54 "
Sri Lanka,"672,047",,"16,831",,"655,206",,10,,"31,148",780,"6,486,117","300,619","21,575,842","Last updated: March 15, 2023, 13:54 "
Kuwait,"663,860",,"2,570",,"660,237",,"1,053",,"151,555",587,"8,455,743","1,930,391","4,380,326","Last updated: March 15, 2023, 13:54 "
Dominican Republic,"660,790",,"4,384",,"644,785",,"11,621",4,"59,766",397,"3,740,928","338,350","11,056,370","Last updated: March 15, 2023, 13:54 "
Cyprus,"652,386",,"1,335",,"645,696",,"5,355",60,"533,262","1,091","9,640,118","7,879,860","1,223,387","Last updated: March 15, 2023, 13:54 "
Myanmar,"633,965",,"19,490",,"614,457",,18,,"11,479",353,"10,108,854","183,041","55,227,143","Last updated: March 15, 2023, 13:54 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 15, 2023, 13:54 "
Estonia,"615,735",,"2,949",,"524,990",,"87,796",3,"465,792","2,231","3,682,656","2,785,860","1,321,910","Last updated: March 15, 2023, 13:54 "
Moldova,"613,974",,"12,025",,"504,142",,"97,807",49,"152,990","2,996","3,216,305","801,437","4,013,171","Last updated: March 15, 2023, 13:54 "
Venezuela,"552,225",,"5,854",,"545,981",,390,31,"18,869",200,"3,359,014","114,771","29,266,991","Last updated: March 15, 2023, 13:54 "
Egypt,"515,759",,"24,613",,"442,182",,"48,964",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 15, 2023, 13:54 "
Libya,"507,201",,"6,437",,"500,750",,14,,"72,038",914,"2,483,812","352,777","7,040,745","Last updated: March 15, 2023, 13:54 "
Ethiopia,"500,188",,"7,572",,"487,386",,"5,230",1,"4,140",63,"5,503,146","45,551","120,812,698","Last updated: March 15, 2023, 13:54 "
Qatar,"495,856",+156,688,,"494,555",+79,613,23,"166,399",231,"4,065,369","1,364,257","2,979,915","Last updated: March 15, 2023, 13:54 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 15, 2023, 13:54 "
Honduras,"472,340",,"11,111",,N/A,N/A,N/A,105,"46,212","1,087","1,640,835","160,532","10,221,247","Last updated: March 15, 2023, 13:54 "
Armenia,"447,308",,"8,727",,"435,162",,"3,419",,"150,509","2,936","3,242,901","1,091,164","2,971,966","Last updated: March 15, 2023, 13:54 "
Bosnia and Herzegovina,"401,729",,"16,280",,"379,084",,"6,365",,"123,635","5,010","1,884,721","580,036","3,249,317","Last updated: March 15, 2023, 13:54 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 15, 2023, 13:54 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 15, 2023, 13:54 "
Zambia,"343,271",,"4,057",,"339,079",,135,,"17,631",208,"3,956,227","203,194","19,470,234","Last updated: March 15, 2023, 13:54 "
Kenya,"342,938",,"5,688",,"337,225",,25,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 15, 2023, 13:54 "
Albania,"334,523",,"3,598",,"329,228",,"1,697",,"116,706","1,255","1,941,032","677,173","2,866,374","Last updated: March 15, 2023, 13:54 "
Botswana,"329,769",,"2,801",,"326,962",,6,1,"135,087","1,147","2,026,898","830,300","2,441,162","Last updated: March 15, 2023, 13:54 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 15, 2023, 13:54 "
Montenegro,"289,069",,"2,808",,"285,610",,651,6,"460,338","4,472","2,726,002","4,341,113","627,950","Last updated: March 15, 2023, 13:54 "
Brunei,"279,661",,225,,"243,601",,"35,835",3,"627,844",505,"717,784","1,611,437","445,431","Last updated: March 15, 2023, 13:54 "
Algeria,"271,535",,"6,881",,"182,831",,"81,823",,"5,988",152,"230,861","5,091","45,350,148","Last updated: March 15, 2023, 13:54 "
Nigeria,"266,628",,"3,155",,"259,938",,"3,535",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 15, 2023, 13:54 "
Zimbabwe,"264,276",,"5,671",,"258,184",,421,12,"17,238",370,"2,525,756","164,744","15,331,428","Last updated: March 15, 2023, 13:54 "
Uzbekistan,"251,247",,"1,637",,"241,486",,"8,124",23,"7,307",48,"1,377,915","40,077","34,382,084","Last updated: March 15, 2023, 13:54 "
Mozambique,"233,214",,"2,242",,"228,805",,"2,167",11,"7,048",68,"1,371,127","41,437","33,089,461","Last updated: March 15, 2023, 13:54 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 15, 2023, 13:54 "
Laos,"218,024",+1,758,,N/A,N/A,N/A,,"29,144",101,"1,233,207","164,845","7,481,023","Last updated: March 15, 2023, 13:54 "
Afghanistan,"209,602",+13,"7,896",,"191,463",+73,"10,243",45,"5,143",194,"1,207,801","29,636","40,754,388","Last updated: March 15, 2023, 13:54 "
Iceland,"209,168",,229,,N/A,N/A,N/A,2,"605,594",663,"1,996,384","5,780,036","345,393","Last updated: March 15, 2023, 13:54 "
Kyrgyzstan,"206,708",,"2,991",,"196,406",,"7,311",131,"30,722",445,"1,907,195","283,460","6,728,271","Last updated: March 15, 2023, 13:54 "
Guadeloupe,"201,886",,"1,010",,N/A,N/A,N/A,19,"504,975","2,526","938,039","2,346,306","399,794","Last updated: March 15, 2023, 13:54 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: March 15, 2023, 13:54 "
Trinidad and Tobago,"190,285",,"4,361",,"185,714",,210,8,"135,282","3,100","902,869","641,887","1,406,585","Last updated: March 15, 2023, 13:54 "
Maldives,"185,744",,311,,"163,687",,"21,746",25,"343,344",575,"2,213,831","4,092,223","540,985","Last updated: March 15, 2023, 13:54 "
Ghana,"171,288",,"1,462",,"169,781",,45,2,"5,287",45,"2,532,076","78,161","32,395,450","Last updated: March 15, 2023, 13:54 "
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874","Last updated: March 15, 2023, 13:54 "
Uganda,"170,558",,"3,630",,"100,431",,"66,497",3,"3,522",75,"3,012,408","62,198","48,432,863","Last updated: March 15, 2023, 13:54 "
Jamaica,"154,416",,"3,514",,"102,529",,"48,373",,"51,729","1,177","1,183,986","396,633","2,985,094","Last updated: March 15, 2023, 13:54 "
Cambodia,"138,720",,"3,056",,"135,661",,3,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: March 15, 2023, 13:54 "
Rwanda,"133,194",,"1,468",,"131,647",,79,,"9,793",108,"6,021,981","442,778","13,600,464","Last updated: March 15, 2023, 13:54 "
Cameroon,"124,605",,"1,966",,"122,434",,205,13,"4,464",70,"1,751,774","62,762","27,911,548","Last updated: March 15, 2023, 13:54 "
Malta,"117,749",,829,,"116,248",,672,4,"265,181","1,867","2,119,315","4,772,877","444,033","Last updated: March 15, 2023, 13:54 "
Barbados,"106,798",,579,,"106,211",,8,,"370,797","2,010","794,426","2,758,203","288,023","Last updated: March 15, 2023, 13:54 "
Angola,"105,288",,"1,933",,"103,342",,13,,"3,006",55,"1,499,795","42,818","35,027,343","Last updated: March 15, 2023, 13:54 "
Channel Islands,"101,530",,228,,"101,161",,141,,"575,361","1,292","1,252,808","7,099,551","176,463","Last updated: March 15, 2023, 13:54 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: March 15, 2023, 13:54 "
DRC,"95,815",,"1,464",,"84,379",,"9,972",,"1,006",15,"846,704","8,890","95,240,792","Last updated: March 15, 2023, 13:54 "
Senegal,"88,926",,"1,971",,"86,947",,8,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: March 15, 2023, 13:54 "
Malawi,"88,707",,"2,686",,"85,583",,438,67,"4,396",133,"624,784","30,959","20,180,839","Last updated: March 15, 2023, 13:54 "
Ivory Coast,"88,286",,834,,"87,426",,26,,"3,182",30,"1,682,496","60,647","27,742,298","Last updated: March 15, 2023, 13:54 "
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831","Last updated: March 15, 2023, 13:54 "
New Caledonia,"79,896",+14,314,,"79,567",+9,15,9,"274,637","1,079","98,964","340,182","290,915","Last updated: March 15, 2023, 13:54 "
French Polynesia,"78,055",,649,,N/A,N/A,N/A,7,"274,683","2,284",,,"284,164","Last updated: March 15, 2023, 13:54 "
Eswatini,"74,323",,"1,425",,"72,824",,74,,"62,730","1,203","1,048,704","885,119","1,184,817","Last updated: March 15, 2023, 13:54 "
Guyana,"73,093",,"1,298",,"71,782",,13,,"92,051","1,635","723,506","911,165","794,045","Last updated: March 15, 2023, 13:54 "
Belize,"70,782",,688,,"70,085",,9,6,"171,722","1,669","576,016","1,397,453","412,190","Last updated: March 15, 2023, 13:54 "
Fiji,"68,898",,883,,"67,006",,"1,009",,"75,757",971,"669,148","735,759","909,466","Last updated: March 15, 2023, 13:54 "
Madagascar,"67,941",,"1,423",,"66,470",,48,,"2,328",49,"528,012","18,096","29,178,077","Last updated: March 15, 2023, 13:54 "
Sudan,"63,829",,"5,017",,"58,541",,271,,"1,388",109,"562,941","12,240","45,992,020","Last updated: March 15, 2023, 13:54 "
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: March 15, 2023, 13:54 "
Cabo Verde,"63,249",,413,,"62,780",,56,23,"111,417",728,"401,622","707,482","567,678","Last updated: March 15, 2023, 13:54 "
Bhutan,"62,627",,21,,"61,564",,"1,042",,"79,482",27,"2,303,734","2,923,739","787,941","Last updated: March 15, 2023, 13:54 "
Syria,"57,478",,"3,164",,"54,314",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: March 15, 2023, 13:54 "
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840","Last updated: March 15, 2023, 13:54 "
Seychelles,"50,937",,172,,"50,750",,15,,"512,311","1,730",,,"99,426","Last updated: March 15, 2023, 13:54 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: March 15, 2023, 13:54 "
Andorra,"47,890",,165,,"47,563",,162,14,"618,231","2,130","249,838","3,225,256","77,463","Last updated: March 15, 2023, 13:54 "
Papua New Guinea,"46,825",,670,,"43,982",,"2,173",7,"5,039",72,"249,149","26,813","9,292,169","Last updated: March 15, 2023, 13:54 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: March 15, 2023, 13:54 "
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609","Last updated: March 15, 2023, 13:54 "
Tanzania,"42,906",,846,,N/A,N/A,N/A,7,678,13,,,"63,298,550","Last updated: March 15, 2023, 13:54 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: March 15, 2023, 13:54 "
Mauritius,"41,769",,"1,043",,"40,052",,674,,"32,767",818,"358,675","281,374","1,274,727","Last updated: March 15, 2023, 13:54 "
Togo,"39,408",,290,,"39,085",,33,,"4,540",33,"808,985","93,192","8,680,837","Last updated: March 15, 2023, 13:54 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: March 15, 2023, 13:54 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: March 15, 2023, 13:54 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: March 15, 2023, 13:54 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: March 15, 2023, 13:54 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: March 15, 2023, 13:54 "
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283","Last updated: March 15, 2023, 13:54 "
Mali,"33,068",,743,,"32,224",,101,,"1,540",35,"798,237","37,173","21,473,764","Last updated: March 15, 2023, 13:54 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: March 15, 2023, 13:54 "
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113","Last updated: March 15, 2023, 13:54 "
Benin,"27,999",,163,,"27,830",,6,,"2,190",13,"604,310","47,268","12,784,726","Last updated: March 15, 2023, 13:54 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: March 15, 2023, 13:54 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: March 15, 2023, 13:54 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: March 15, 2023, 13:54 "
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489","Last updated: March 15, 2023, 13:54 "
San Marino,"23,663",,122,,"23,506",,35,4,"694,235","3,579","157,634","4,624,732","34,085","Last updated: March 15, 2023, 13:54 "
Timor-Leste,"23,419",,138,,"23,102",,179,,"17,101",101,"278,529","203,391","1,369,429","Last updated: March 15, 2023, 13:54 "
