"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Bolivia,"1,193,256",,"22,365",,"1,158,072",,"12,819",220,"99,499","1,865","2,705,422","225,590","11,992,656","Last updated: March 02, 2023, 13:58 "
Tunisia,"1,150,962",,"29,331",,N/A,N/A,N/A,44,"95,542","2,435","5,002,248","415,240","12,046,656","Last updated: March 02, 2023, 13:58 "
Cuba,"1,112,603",,"8,530",,"1,103,980",,93,2,"98,411",754,"14,318,158","1,266,460","11,305,652","Last updated: March 02, 2023, 13:58 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 02, 2023, 13:58 "
UAE,"1,052,247",+125,"2,349",,"1,035,365",+110,"14,533",,"104,371",233,"199,266,544","19,765,006","10,081,785","Last updated: March 02, 2023, 13:58 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 02, 2023, 13:58 "
Panama,"1,031,273",,"8,604",,"1,022,299",,370,16,"231,905","1,935","7,532,271","1,693,801","4,446,964","Last updated: March 02, 2023, 13:58 "
Mongolia,"1,007,897",,"2,179",,"1,005,711",,7,192,"298,364",645,"4,030,048","1,193,000","3,378,078","Last updated: March 02, 2023, 13:58 "
Nepal,"1,001,149",+1,"12,020",,"989,120",+3,9,,"33,123",398,"6,013,833","198,965","30,225,582","Last updated: March 02, 2023, 13:58 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 02, 2023, 13:58 "
Latvia,"976,051",+20,"6,242",,"969,485",+18,324,13,"527,927","3,376","7,865,040","4,254,047","1,848,837","Last updated: March 02, 2023, 13:58 "
Saudi Arabia,"829,624",+70,"9,617",+2,"816,815",+39,"3,192",31,"23,145",268,"45,151,519","1,259,635","35,844,909","Last updated: March 02, 2023, 13:58 "
Azerbaijan,"828,588",,"10,119",,"818,310",,159,,"80,444",982,"7,526,899","730,752","10,300,205","Last updated: March 02, 2023, 13:58 "
Paraguay,"808,327",,"19,870",,N/A,N/A,N/A,7,"110,641","2,720","2,657,506","363,751","7,305,843","Last updated: March 02, 2023, 13:58 "
Bahrain,"707,828",,"1,549",,"706,013",,266,6,"396,768",868,"10,739,428","6,019,916","1,783,983","Last updated: March 02, 2023, 13:58 "
Sri Lanka,"672,031",,"16,830",,"655,199",,2,,"31,147",780,"6,486,117","300,619","21,575,842","Last updated: March 02, 2023, 13:58 "
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326","Last updated: March 02, 2023, 13:58 "
Dominican Republic,"660,705",,"4,384",,"644,785",,"11,536",4,"59,758",397,"3,740,928","338,350","11,056,370","Last updated: March 02, 2023, 13:58 "
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387","Last updated: March 02, 2023, 13:58 "
Myanmar,"633,925",,"19,490",,"614,400",,35,,"11,479",353,"10,057,159","182,105","55,227,143","Last updated: March 02, 2023, 13:58 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 02, 2023, 13:58 "
Estonia,"615,119",,"2,940",,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910","Last updated: March 02, 2023, 13:58 "
Moldova,"607,450",,"11,988",,"504,142",,"91,320",49,"151,364","2,987","3,216,305","801,437","4,013,171","Last updated: March 02, 2023, 13:58 "
Venezuela,"551,986",,"5,854",,"545,878",,254,36,"18,860",200,"3,359,014","114,771","29,266,991","Last updated: March 02, 2023, 13:58 "
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 02, 2023, 13:58 "
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745","Last updated: March 02, 2023, 13:58 "
Ethiopia,"499,986",,"7,572",,"487,246",,"5,168",1,"4,139",63,"5,488,633","45,431","120,812,698","Last updated: March 02, 2023, 13:58 "
Qatar,"494,377",+106,686,,"493,225",+87,466,32,"165,903",230,"4,065,369","1,364,257","2,979,915","Last updated: March 02, 2023, 13:58 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 02, 2023, 13:58 "
Honduras,"472,116",,"11,111",,N/A,N/A,N/A,105,"46,190","1,087","1,633,222","159,787","10,221,247","Last updated: March 02, 2023, 13:58 "
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966","Last updated: March 02, 2023, 13:58 "
Bosnia and Herzegovina,"401,636",,"16,279",,"379,084",,"6,273",,"123,606","5,010","1,884,721","580,036","3,249,317","Last updated: March 02, 2023, 13:58 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 02, 2023, 13:58 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 02, 2023, 13:58 "
Zambia,"343,012",,"4,057",,"338,660",,295,,"17,617",208,"3,934,010","202,053","19,470,234","Last updated: March 02, 2023, 13:58 "
Kenya,"342,919",,"5,688",,"337,216",,15,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 02, 2023, 13:58 "
Albania,"334,408",,"3,596",,"329,152",,"1,660",,"116,666","1,255","1,941,032","677,173","2,866,374","Last updated: March 02, 2023, 13:58 "
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162","Last updated: March 02, 2023, 13:58 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 02, 2023, 13:58 "
Montenegro,"288,361",,"2,804",,"284,815",,742,6,"459,210","4,465","2,717,787","4,328,031","627,950","Last updated: March 02, 2023, 13:58 "
Brunei,"278,698",,225,,"243,601",,"34,872",3,"625,682",505,"717,784","1,611,437","445,431","Last updated: March 02, 2023, 13:58 "
Algeria,"271,448",,"6,881",,"182,794",,"81,773",,"5,986",152,"230,861","5,091","45,350,148","Last updated: March 02, 2023, 13:58 "
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 02, 2023, 13:58 "
Zimbabwe,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428","Last updated: March 02, 2023, 13:58 "
Uzbekistan,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084","Last updated: March 02, 2023, 13:58 "
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461","Last updated: March 02, 2023, 13:58 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 02, 2023, 13:58 "
Laos,"218,017",+2,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023","Last updated: March 02, 2023, 13:58 "
Afghanistan,"209,358",+18,"7,896",,"191,161",+5,"10,301",45,"5,137",194,"1,201,475","29,481","40,754,388","Last updated: March 02, 2023, 13:58 "
Iceland,"209,093",,229,,N/A,N/A,N/A,2,"605,377",663,"1,996,384","5,780,036","345,393","Last updated: March 02, 2023, 13:58 "
Kyrgyzstan,"206,673",,"2,991",,"196,406",,"7,276",131,"30,717",445,"1,907,195","283,460","6,728,271","Last updated: March 02, 2023, 13:58 "
Guadeloupe,"201,852",,"1,010",,N/A,N/A,N/A,19,"504,890","2,526","938,039","2,346,306","399,794","Last updated: March 02, 2023, 13:58 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: March 02, 2023, 13:58 "
Trinidad and Tobago,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585","Last updated: March 02, 2023, 13:58 "
Maldives,"185,732",,311,,"163,687",,"21,734",25,"343,322",575,"2,213,831","4,092,223","540,985","Last updated: March 02, 2023, 13:58 "
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450","Last updated: March 02, 2023, 13:58 "
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874","Last updated: March 02, 2023, 13:58 "
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863","Last updated: March 02, 2023, 13:58 "
Jamaica,"154,196",,"3,502",,"102,393",,"48,301",,"51,655","1,173","1,183,986","396,633","2,985,094","Last updated: March 02, 2023, 13:58 "
Cambodia,"138,719",+2,"3,056",,"135,657",+1,6,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: March 02, 2023, 13:58 "
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464","Last updated: March 02, 2023, 13:58 "
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548","Last updated: March 02, 2023, 13:58 "
Malta,"117,477",,827,,"116,028",,622,4,"264,568","1,862","2,117,102","4,767,893","444,033","Last updated: March 02, 2023, 13:58 "
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023","Last updated: March 02, 2023, 13:58 "
Angola,"105,277",,"1,933",,"103,317",,27,,"3,006",55,"1,499,795","42,818","35,027,343","Last updated: March 02, 2023, 13:58 "
Channel Islands,"101,382",,227,,"101,029",,126,,"574,523","1,286","1,252,808","7,099,551","176,463","Last updated: March 02, 2023, 13:58 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: March 02, 2023, 13:58 "
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792","Last updated: March 02, 2023, 13:58 "
Senegal,"88,921",,"1,971",,"86,947",,3,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: March 02, 2023, 13:58 "
Malawi,"88,702",,"2,686",,"85,580",,436,67,"4,395",133,"624,784","30,959","20,180,839","Last updated: March 02, 2023, 13:58 "
Ivory Coast,"88,208",,834,,"87,342",,32,,"3,180",30,"1,679,087","60,524","27,742,298","Last updated: March 02, 2023, 13:58 "
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831","Last updated: March 02, 2023, 13:58 "
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915","Last updated: March 02, 2023, 13:58 "
French Polynesia,"77,957",,649,,N/A,N/A,N/A,7,"274,338","2,284",,,"284,164","Last updated: March 02, 2023, 13:58 "
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817","Last updated: March 02, 2023, 13:58 "
Guyana,"73,069",,"1,298",,"71,752",,19,,"92,021","1,635","721,841","909,068","794,045","Last updated: March 02, 2023, 13:58 "
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190","Last updated: March 02, 2023, 13:58 "
Fiji,"68,889",,883,,"66,850",,"1,156",,"75,747",971,"668,445","734,986","909,466","Last updated: March 02, 2023, 13:58 "
Madagascar,"67,865",,"1,422",,"66,433",,10,,"2,326",49,"525,461","18,009","29,178,077","Last updated: March 02, 2023, 13:58 "
Sudan,"63,809",,"5,013",,"58,460",,336,,"1,387",109,"562,941","12,240","45,992,020","Last updated: March 02, 2023, 13:58 "
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: March 02, 2023, 13:58 "
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678","Last updated: March 02, 2023, 13:58 "
Bhutan,"62,620",,21,,"61,564",,"1,035",,"79,473",27,"2,303,734","2,923,739","787,941","Last updated: March 02, 2023, 13:58 "
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: March 02, 2023, 13:58 "
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840","Last updated: March 02, 2023, 13:58 "
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426","Last updated: March 02, 2023, 13:58 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: March 02, 2023, 13:58 "
Andorra,"47,875",,165,,"47,563",,147,14,"618,037","2,130","249,838","3,225,256","77,463","Last updated: March 02, 2023, 13:58 "
Papua New Guinea,"46,809",,670,,"43,982",,"2,157",7,"5,037",72,"249,149","26,813","9,292,169","Last updated: March 02, 2023, 13:58 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: March 02, 2023, 13:58 "
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609","Last updated: March 02, 2023, 13:58 "
Tanzania,"42,846",,846,,N/A,N/A,N/A,7,677,13,,,"63,298,550","Last updated: March 02, 2023, 13:58 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: March 02, 2023, 13:58 "
Mauritius,"41,717",,"1,043",,"40,012",,662,,"32,726",818,"358,675","281,374","1,274,727","Last updated: March 02, 2023, 13:58 "
Togo,"39,377",,290,,"39,074",,13,,"4,536",33,"808,297","93,113","8,680,837","Last updated: March 02, 2023, 13:58 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: March 02, 2023, 13:58 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: March 02, 2023, 13:58 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: March 02, 2023, 13:58 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: March 02, 2023, 13:58 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: March 02, 2023, 13:58 "
Haiti,"34,143",,860,,"33,044",,239,,"2,923",74,"132,422","11,337","11,680,283","Last updated: March 02, 2023, 13:58 "
Mali,"33,034",,743,,"32,111",,180,,"1,538",35,"796,014","37,069","21,473,764","Last updated: March 02, 2023, 13:58 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: March 02, 2023, 13:58 "
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113","Last updated: March 02, 2023, 13:58 "
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726","Last updated: March 02, 2023, 13:58 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: March 02, 2023, 13:58 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: March 02, 2023, 13:58 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: March 02, 2023, 13:58 "
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489","Last updated: March 02, 2023, 13:58 "
San Marino,"23,583",,122,,"23,276",,185,4,"691,888","3,579","157,634","4,624,732","34,085","Last updated: March 02, 2023, 13:58 "
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429","Last updated: March 02, 2023, 13:58 "
