"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: February 28, 2023, 13:50 "
Latvia,"975,999",+22,"6,241",+2,"969,435",+33,323,13,"527,899","3,376","7,864,578","4,253,797","1,848,837","Last updated: February 28, 2023, 13:50 "
Saudi Arabia,"829,478",+90,"9,615",,"816,729",+44,"3,134",34,"23,141",268,"45,144,125","1,259,429","35,844,909","Last updated: February 28, 2023, 13:50 "
Azerbaijan,"828,512",,"10,117",,"818,238",,157,,"80,436",982,"7,522,178","730,294","10,300,205","Last updated: February 28, 2023, 13:50 "
Paraguay,"808,327",,"19,870",,N/A,N/A,N/A,7,"110,641","2,720","2,657,506","363,751","7,305,843","Last updated: February 28, 2023, 13:50 "
Bahrain,"707,105",,"1,548",,"706,013",,-456,5,"396,363",868,"10,735,877","6,017,926","1,783,983","Last updated: February 28, 2023, 13:50 "
Sri Lanka,"672,029",,"16,830",,"655,197",,2,,"31,147",780,"6,486,117","300,619","21,575,842","Last updated: February 28, 2023, 13:50 "
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326","Last updated: February 28, 2023, 13:50 "
Dominican Republic,"660,533",,"4,384",,"644,785",,"11,364",4,"59,742",397,"3,740,928","338,350","11,056,370","Last updated: February 28, 2023, 13:50 "
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387","Last updated: February 28, 2023, 13:50 "
Myanmar,"633,914",,"19,490",,"614,398",,26,,"11,478",353,"10,047,850","181,937","55,227,143","Last updated: February 28, 2023, 13:50 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: February 28, 2023, 13:50 "
Estonia,"615,119",+271,"2,940",+6,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910","Last updated: February 28, 2023, 13:50 "
Moldova,"603,750",,"11,974",,"504,142",,"87,634",49,"150,442","2,984","3,216,305","801,437","4,013,171","Last updated: February 28, 2023, 13:50 "
Venezuela,"551,981",,"5,853",,"545,871",,257,36,"18,860",200,"3,359,014","114,771","29,266,991","Last updated: February 28, 2023, 13:50 "
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: February 28, 2023, 13:50 "
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745","Last updated: February 28, 2023, 13:50 "
Ethiopia,"499,974",,"7,572",,"487,236",,"5,166",,"4,138",63,"5,487,912","45,425","120,812,698","Last updated: February 28, 2023, 13:50 "
Qatar,"494,056",,686,,"493,016",,354,28,"165,795",230,"4,065,369","1,364,257","2,979,915","Last updated: February 28, 2023, 13:50 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: February 28, 2023, 13:50 "
Honduras,"472,116",,"11,111",,N/A,N/A,N/A,105,"46,190","1,087","1,633,222","159,787","10,221,247","Last updated: February 28, 2023, 13:50 "
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966","Last updated: February 28, 2023, 13:50 "
Bosnia and Herzegovina,"401,575",,"16,278",,"379,084",,"6,213",,"123,588","5,010","1,884,721","580,036","3,249,317","Last updated: February 28, 2023, 13:50 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: February 28, 2023, 13:50 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: February 28, 2023, 13:50 "
Zambia,"343,012",+48,"4,057",,"338,660",+15,295,,"17,617",208,"3,934,010","202,053","19,470,234","Last updated: February 28, 2023, 13:50 "
Kenya,"342,912",,"5,688",,"337,198",,26,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: February 28, 2023, 13:50 "
Albania,"334,380",,"3,596",,"329,140",,"1,644",,"116,656","1,255","1,941,032","677,173","2,866,374","Last updated: February 28, 2023, 13:50 "
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162","Last updated: February 28, 2023, 13:50 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: February 28, 2023, 13:50 "
Montenegro,"288,197",,"2,804",,"284,604",,789,6,"458,949","4,465","2,715,954","4,325,112","627,950","Last updated: February 28, 2023, 13:50 "
Brunei,"277,992",,225,,"243,601",,"34,166",3,"624,097",505,"717,784","1,611,437","445,431","Last updated: February 28, 2023, 13:50 "
Algeria,"271,440",,"6,881",,"182,791",,"81,768",,"5,985",152,"230,861","5,091","45,350,148","Last updated: February 28, 2023, 13:50 "
Nigeria,"266,593",,"3,155",,"259,850",,"3,588",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: February 28, 2023, 13:50 "
Zimbabwe,"263,921",,"5,663",,"257,205",,"1,053",12,"17,214",369,"2,525,756","164,744","15,331,428","Last updated: February 28, 2023, 13:50 "
Uzbekistan,"250,932",,"1,637",,"241,486",,"7,809",23,"7,298",48,"1,377,915","40,077","34,382,084","Last updated: February 28, 2023, 13:50 "
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461","Last updated: February 28, 2023, 13:50 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: February 28, 2023, 13:50 "
Laos,"218,015",,758,,N/A,N/A,N/A,,"29,142",101,"1,233,207","164,845","7,481,023","Last updated: February 28, 2023, 13:50 "
Afghanistan,"209,322",+16,"7,896",,"190,858",+48,"10,568",45,"5,136",194,"1,200,420","29,455","40,754,388","Last updated: February 28, 2023, 13:50 "
Iceland,"208,999",,229,,N/A,N/A,N/A,2,"605,105",663,"1,996,384","5,780,036","345,393","Last updated: February 28, 2023, 13:50 "
Kyrgyzstan,"206,633",,"2,991",,"196,406",,"7,236",131,"30,711",445,"1,907,195","283,460","6,728,271","Last updated: February 28, 2023, 13:50 "
Guadeloupe,"201,852",,"1,010",,N/A,N/A,N/A,19,"504,890","2,526","938,039","2,346,306","399,794","Last updated: February 28, 2023, 13:50 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: February 28, 2023, 13:50 "
Trinidad and Tobago,"188,737",,"4,339",,"184,363",,35,8,"134,181","3,085","895,520","636,663","1,406,585","Last updated: February 28, 2023, 13:50 "
Maldives,"185,732",,311,,"163,687",,"21,734",25,"343,322",575,"2,213,831","4,092,223","540,985","Last updated: February 28, 2023, 13:50 "
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450","Last updated: February 28, 2023, 13:50 "
Namibia,"171,121",,"4,090",,"166,689",,342,,"64,969","1,553","1,062,663","403,460","2,633,874","Last updated: February 28, 2023, 13:50 "
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863","Last updated: February 28, 2023, 13:50 "
Jamaica,"154,065",,"3,500",,"102,393",,"48,172",,"51,611","1,172","1,183,986","396,633","2,985,094","Last updated: February 28, 2023, 13:50 "
Cambodia,"138,717",+2,"3,056",,"135,656",+4,5,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: February 28, 2023, 13:50 "
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464","Last updated: February 28, 2023, 13:50 "
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548","Last updated: February 28, 2023, 13:50 "
Malta,"117,477",,827,,"116,028",,622,4,"264,568","1,862","2,117,102","4,767,893","444,033","Last updated: February 28, 2023, 13:50 "
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023","Last updated: February 28, 2023, 13:50 "
Angola,"105,255",,"1,933",,"103,298",,24,,"3,005",55,"1,499,795","42,818","35,027,343","Last updated: February 28, 2023, 13:50 "
Channel Islands,"101,320",,227,,"100,975",,118,,"574,171","1,286","1,252,808","7,099,551","176,463","Last updated: February 28, 2023, 13:50 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: February 28, 2023, 13:50 "
DRC,"95,646",,"1,464",,"84,282",,"9,900",,"1,004",15,"846,704","8,890","95,240,792","Last updated: February 28, 2023, 13:50 "
Senegal,"88,917",,"1,971",,"86,938",,8,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: February 28, 2023, 13:50 "
Malawi,"88,681",,"2,686",,"85,542",,453,67,"4,394",133,"624,784","30,959","20,180,839","Last updated: February 28, 2023, 13:50 "
Ivory Coast,"88,185",,834,,"87,313",,38,,"3,179",30,"1,678,735","60,512","27,742,298","Last updated: February 28, 2023, 13:50 "
Suriname,"82,227",,"1,400",,N/A,N/A,N/A,,"137,773","2,346","240,907","403,644","596,831","Last updated: February 28, 2023, 13:50 "
New Caledonia,"79,881",+5,314,,"79,558",+1,9,9,"274,585","1,079","98,964","340,182","290,915","Last updated: February 28, 2023, 13:50 "
French Polynesia,"77,957",,649,,N/A,N/A,N/A,7,"274,338","2,284",,,"284,164","Last updated: February 28, 2023, 13:50 "
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817","Last updated: February 28, 2023, 13:50 "
Guyana,"73,066",,"1,298",,"71,742",,26,,"92,017","1,635","721,408","908,523","794,045","Last updated: February 28, 2023, 13:50 "
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190","Last updated: February 28, 2023, 13:50 "
Fiji,"68,889",,883,,"66,850",,"1,156",,"75,747",971,"668,445","734,986","909,466","Last updated: February 28, 2023, 13:50 "
Madagascar,"67,865",,"1,422",,"66,433",,10,,"2,326",49,"525,461","18,009","29,178,077","Last updated: February 28, 2023, 13:50 "
Sudan,"63,787",,"5,011",,"58,438",,338,,"1,387",109,"562,941","12,240","45,992,020","Last updated: February 28, 2023, 13:50 "
Mauritania,"63,667",,997,,"62,439",,231,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: February 28, 2023, 13:50 "
Cabo Verde,"63,243",,413,,"62,770",,60,23,"111,406",728,"401,622","707,482","567,678","Last updated: February 28, 2023, 13:50 "
Bhutan,"62,615",,21,,"61,564",,"1,030",,"79,467",27,"2,303,734","2,923,739","787,941","Last updated: February 28, 2023, 13:50 "
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: February 28, 2023, 13:50 "
Burundi,"53,609",,38,,"53,569",,2,,"4,246",3,"345,742","27,386","12,624,840","Last updated: February 28, 2023, 13:50 "
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426","Last updated: February 28, 2023, 13:50 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: February 28, 2023, 13:50 "
Andorra,"47,866",,165,,"47,563",,138,14,"617,921","2,130","249,838","3,225,256","77,463","Last updated: February 28, 2023, 13:50 "
Papua New Guinea,"46,792",,670,,"43,982",,"2,140",7,"5,036",72,"249,149","26,813","9,292,169","Last updated: February 28, 2023, 13:50 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: February 28, 2023, 13:50 "
Aruba,"44,026",,236,,"42,438",,"1,352",2,"409,129","2,193","177,885","1,653,068","107,609","Last updated: February 28, 2023, 13:50 "
Tanzania,"42,823",,846,,N/A,N/A,N/A,7,677,13,,,"63,298,550","Last updated: February 28, 2023, 13:50 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: February 28, 2023, 13:50 "
Mauritius,"41,717",,"1,043",,"40,012",,662,,"32,726",818,"358,675","281,374","1,274,727","Last updated: February 28, 2023, 13:50 "
Togo,"39,377",,290,,"39,074",,13,,"4,536",33,"808,297","93,113","8,680,837","Last updated: February 28, 2023, 13:50 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: February 28, 2023, 13:50 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: February 28, 2023, 13:50 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: February 28, 2023, 13:50 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: February 28, 2023, 13:50 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: February 28, 2023, 13:50 "
Haiti,"34,143",,860,,"33,044",,239,,"2,923",74,"132,422","11,337","11,680,283","Last updated: February 28, 2023, 13:50 "
Mali,"33,002",,743,,"32,090",,169,,"1,537",35,"795,475","37,044","21,473,764","Last updated: February 28, 2023, 13:50 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: February 28, 2023, 13:50 "
Saint Lucia,"29,882",,409,,"29,095",,378,,"161,426","2,209","210,983","1,139,752","185,113","Last updated: February 28, 2023, 13:50 "
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726","Last updated: February 28, 2023, 13:50 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: February 28, 2023, 13:50 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: February 28, 2023, 13:50 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: February 28, 2023, 13:50 "
Micronesia,"23,671",,60,,N/A,N/A,N/A,1,"201,474",511,"54,967","467,848","117,489","Last updated: February 28, 2023, 13:50 "
San Marino,"23,536",,122,,"23,276",,138,4,"690,509","3,579","157,634","4,624,732","34,085","Last updated: February 28, 2023, 13:50 "
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429","Last updated: February 28, 2023, 13:50 "
