"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Italy,"25,603,510",,"188,322",,"25,267,118",,"148,070",137,"424,864","3,125","268,196,399","4,450,449","60,262,770","Last updated: March 10, 2023, 13:48 "
UK,"24,396,534",,"207,695",,"24,119,403",,"69,436",N/A,"356,165","3,032","522,526,476","7,628,357","68,497,907","Last updated: March 10, 2023, 13:48 "
Russia,"22,398,867","+10,311","396,507",+44,"21,744,431","+14,663","257,929",N/A,"153,621","2,719","273,400,000","1,875,095","145,805,947","Last updated: March 10, 2023, 13:48 "
Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976","Last updated: March 10, 2023, 13:48 "
Spain,"13,770,429",,"119,479",,"13,615,878",,"35,072",231,"294,749","2,557","471,036,328","10,082,298","46,719,142","Last updated: March 10, 2023, 13:48 "
Vietnam,"11,527,026",+14,"43,186",,"10,614,815",+6,"869,025",1,"116,489",436,"85,826,548","867,342","98,953,541","Last updated: March 10, 2023, 13:48 "
Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792","Last updated: March 10, 2023, 13:48 "
Taiwan,"10,152,881","+9,098","18,425",+54,"9,890,910","+14,958","243,546",,"425,010",771,"30,742,304","1,286,903","23,888,595","Last updated: March 10, 2023, 13:48 "
Argentina,"10,044,957",,"130,472",,"9,911,664",,"2,821",363,"218,320","2,836","35,716,069","776,264","46,010,234","Last updated: March 10, 2023, 13:48 "
Netherlands,"8,600,120",,"22,992",,"8,562,033",+671,"15,095",53,"499,674","1,336","25,984,435","1,509,718","17,211,447","Last updated: March 10, 2023, 13:48 "
Iran,"7,572,759",+448,"144,941",+8,"7,340,183",+96,"87,635",398,"88,032","1,685","55,353,767","643,478","86,022,837","Last updated: March 10, 2023, 13:48 "
Mexico,"7,483,444","+3,809","333,188",+18,"6,718,939","+2,322","431,317",N/A,"56,881","2,533","19,642,771","149,303","131,562,772","Last updated: March 10, 2023, 13:48 "
Indonesia,"6,738,225",,"160,941",,"6,574,177",,"3,107",N/A,"24,140",577,"114,158,919","408,975","279,134,505","Last updated: March 10, 2023, 13:48 "
Poland,"6,448,577","+3,621","119,016",+6,"5,335,940",,"993,621",696,"170,869","3,154","38,356,140","1,016,332","37,739,785","Last updated: March 10, 2023, 13:48 "
Colombia,"6,360,780",,"142,639",,"6,184,346",,"33,795",342,"123,480","2,769","36,951,507","717,327","51,512,762","Last updated: March 10, 2023, 13:48 "
Austria,"5,966,051","+4,702","21,977",,"5,887,729","+2,829","56,345",72,"658,017","2,424","211,273,524","23,302,116","9,066,710","Last updated: March 10, 2023, 13:48 "
Greece,"5,896,788",,"36,283",,"5,830,036","+5,237","30,469",115,"571,580","3,517","102,228,365","9,909,078","10,316,637","Last updated: March 10, 2023, 13:48 "
Portugal,"5,570,473",,"26,266",,"5,538,659",,"5,548",61,"549,325","2,590","45,994,869","4,535,728","10,140,570","Last updated: March 10, 2023, 13:48 "
Ukraine,"5,399,231",,"111,298",,"5,270,797",,"17,136",,"125,005","2,577","32,603,805","754,855","43,192,122","Last updated: March 10, 2023, 13:48 "
Chile,"5,192,286",,"64,273",,"5,119,229",,"8,784",84,"269,726","3,339","48,573,326","2,523,264","19,250,195","Last updated: March 10, 2023, 13:48 "
Malaysia,"5,044,718",,"36,967",,"4,998,455",,"9,296",5,"152,036","1,114","68,286,795","2,058,004","33,181,072","Last updated: March 10, 2023, 13:48 "
Israel,"4,803,833",,"12,329",,"4,781,252",,"10,252",57,"515,101","1,322","41,373,364","4,436,346","9,326,000","Last updated: March 10, 2023, 13:48 "
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679","Last updated: March 10, 2023, 13:48 "
Belgium,"4,739,365",,"33,814",,"4,666,382","+1,585","39,169",43,"406,175","2,898","36,797,565","3,153,641","11,668,278","Last updated: March 10, 2023, 13:48 "
Thailand,"4,728,182",,"33,918",,"4,692,636",,"1,628",N/A,"67,470",484,"17,270,775","246,450","70,078,203","Last updated: March 10, 2023, 13:48 "
Czechia,"4,619,204",+943,"42,497",+1,"4,566,894","+1,635","9,813",47,"430,222","3,958","57,041,777","5,312,743","10,736,784","Last updated: March 10, 2023, 13:48 "
Canada,"4,600,615",,"51,447",,"4,513,840","+1,442","35,328",99,"119,844","1,340","66,343,123","1,728,207","38,388,419","Last updated: March 10, 2023, 13:48 "
Peru,"4,487,553",,"219,539",,"4,265,744",+110,"2,270",34,"133,224","6,518","38,122,323","1,131,757","33,684,208","Last updated: March 10, 2023, 13:48 "
Switzerland,"4,392,464",,"14,452",,"4,373,995",,"4,017",39,"500,643","1,647","23,833,472","2,716,487","8,773,637","Last updated: March 10, 2023, 13:48 "
Philippines,"4,077,625",+184,"66,193",+5,"4,002,313",+66,"9,119",162,"36,243",588,"34,675,485","308,202","112,508,994","Last updated: March 10, 2023, 13:48 "
South Africa,"4,067,067",,"102,595",,"3,912,506",,"51,966",192,"66,941","1,689","26,795,090","441,027","60,756,135","Last updated: March 10, 2023, 13:48 "
Romania,"3,346,046",,"67,736",,"3,267,395",,"10,915",119,"175,818","3,559","26,750,616","1,405,609","19,031,335","Last updated: March 10, 2023, 13:48 "
Denmark,"3,175,889",+67,"8,300",+4,"3,166,673",+58,916,19,"544,287","1,422","129,209,265","22,144,023","5,834,950","Last updated: March 10, 2023, 13:48 "
Hong Kong,"2,883,887",+36,"13,467",,"2,864,257",+443,"6,163",28,"379,244","1,771","76,127,725","10,011,143","7,604,299","Last updated: March 10, 2023, 13:48 "
Sweden,"2,699,339",,"23,749",,"2,672,273",,"3,317",8,"264,150","2,324","19,477,620","1,906,026","10,218,971","Last updated: March 10, 2023, 13:48 "
Serbia,"2,500,142",,"17,881",,"2,466,974",,"15,287",8,"288,933","2,066","12,467,638","1,440,843","8,653,016","Last updated: March 10, 2023, 13:48 "
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965","Last updated: March 10, 2023, 13:48 "
Singapore,"2,230,570",,"1,722",,"2,149,583",,"79,265",1,"375,293",290,"24,756,666","4,165,302","5,943,546","Last updated: March 10, 2023, 13:48 "
New Zealand,"2,228,291",,"3,922",,"2,214,316",,"10,053",,"454,920",801,"7,768,604","1,586,011","4,898,203","Last updated: March 10, 2023, 13:48 "
Hungary,"2,196,804",,"48,762",,"2,143,788",,"4,254",14,"228,685","5,076","11,394,556","1,186,160","9,606,259","Last updated: March 10, 2023, 13:48 "
Bangladesh,"2,037,871",,"29,445",,"1,998,448",,"9,978",N/A,"12,138",175,"15,254,399","90,862","167,885,689","Last updated: March 10, 2023, 13:48 "
Slovakia,"1,863,974",+109,"21,036",+1,"1,841,555",+93,"1,383",25,"341,375","3,853","7,408,595","1,356,838","5,460,193","Last updated: March 10, 2023, 13:48 "
Georgia,"1,827,537",,"16,971",,"1,776,548",,"34,018",,"460,483","4,276","16,920,079","4,263,340","3,968,738","Last updated: March 10, 2023, 13:48 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 10, 2023, 13:48 "
Ireland,"1,704,502",,"8,708",,"1,693,292",+137,"2,502",11,"339,529","1,735","13,041,966","2,597,898","5,020,199","Last updated: March 10, 2023, 13:48 "
Pakistan,"1,577,412",+73,"30,644",,"1,538,689",,"8,079",10,"6,874",134,"30,570,862","133,213","229,488,994","Last updated: March 10, 2023, 13:48 "
Norway,"1,479,506",,"5,213",,"1,473,506",,787,20,"268,446",946,"11,002,430","1,996,315","5,511,370","Last updated: March 10, 2023, 13:48 "
Finland,"1,463,644",,"8,967",,"1,452,510",,"2,167",21,"263,484","1,614","12,057,338","2,170,554","5,554,960","Last updated: March 10, 2023, 13:48 "
Kazakhstan,"1,408,124",,"13,846",,"1,383,020",,"11,258",24,"73,321",721,"11,575,012","602,707","19,205,043","Last updated: March 10, 2023, 13:48 "
Slovenia,"1,332,121",+412,"7,078",+1,"1,319,715",+375,"5,328",5,"641,049","3,406","2,841,151","1,367,230","2,078,034","Last updated: March 10, 2023, 13:48 "
Lithuania,"1,308,131",+306,"9,598",+2,"1,292,263",+416,"6,270",6,"491,463","3,606","10,389,789","3,903,429","2,661,708","Last updated: March 10, 2023, 13:48 "
Bulgaria,"1,297,523",,"38,228",,"1,256,281",,"3,014",27,"189,569","5,585","11,074,571","1,618,002","6,844,597","Last updated: March 10, 2023, 13:48 "
Morocco,"1,272,490",,"16,296",,"1,256,151",,43,3,"33,688",431,"12,992,640","343,969","37,772,756","Last updated: March 10, 2023, 13:48 "
Croatia,"1,269,326",,"17,987",,"1,250,890",,449,5,"312,697","4,431","5,521,987","1,360,335","4,059,286","Last updated: March 10, 2023, 13:48 "
Guatemala,"1,238,049",,"20,182",,"1,216,847",,"1,020",5,"66,619","1,086","6,971,176","375,116","18,584,039","Last updated: March 10, 2023, 13:48 "
Lebanon,"1,232,828",,"10,841",,"1,087,587",,"134,400",74,"184,421","1,622","4,795,578","717,380","6,684,849","Last updated: March 10, 2023, 13:48 "
Costa Rica,"1,209,725",,"9,245",,"860,711",,"339,769",52,"233,432","1,784","4,659,757","899,158","5,182,354","Last updated: March 10, 2023, 13:48 "
Bolivia,"1,194,277",,"22,365",,"1,160,475",,"11,437",220,"99,584","1,865","2,705,422","225,590","11,992,656","Last updated: March 10, 2023, 13:48 "
Tunisia,"1,151,126",,"29,341",,N/A,N/A,N/A,44,"95,556","2,436","5,003,083","415,309","12,046,656","Last updated: March 10, 2023, 13:48 "
Cuba,"1,112,643",,"8,530",,"1,104,033",,80,2,"98,415",754,"14,321,589","1,266,764","11,305,652","Last updated: March 10, 2023, 13:48 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 10, 2023, 13:48 "
UAE,"1,053,213",,"2,349",,"1,035,930",,"14,934",,"104,467",233,"199,406,137","19,778,852","10,081,785","Last updated: March 10, 2023, 13:48 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 10, 2023, 13:48 "
Panama,"1,031,731",,"8,609",,"1,022,524",,598,16,"232,008","1,936","7,548,346","1,697,416","4,446,964","Last updated: March 10, 2023, 13:48 "
Mongolia,"1,007,900",,"2,179",,"1,005,717",,4,192,"298,365",645,"4,030,048","1,193,000","3,378,078","Last updated: March 10, 2023, 13:48 "
Nepal,"1,001,154",,"12,020",,"989,129",+1,5,,"33,123",398,"6,014,848","198,999","30,225,582","Last updated: March 10, 2023, 13:48 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 10, 2023, 13:48 "
Latvia,"976,267",+12,"6,253",,"969,667",+25,347,13,"528,044","3,382","7,866,544","4,254,861","1,848,837","Last updated: March 10, 2023, 13:48 "
Saudi Arabia,"830,127",,"9,618",,"817,212",,"3,297",38,"23,159",268,"45,175,083","1,260,293","35,844,909","Last updated: March 10, 2023, 13:48 "
Azerbaijan,"828,870",+45,"10,142",+4,"818,516",+19,212,,"80,471",985,"7,538,679","731,896","10,300,205","Last updated: March 10, 2023, 13:48 "
Paraguay,"808,401",,"19,878",,N/A,N/A,N/A,7,"110,651","2,721","2,657,506","363,751","7,305,843","Last updated: March 10, 2023, 13:48 "
Bahrain,"710,693",,"1,553",,"706,332",,"2,808",1,"398,374",871,"10,751,071","6,026,443","1,783,983","Last updated: March 10, 2023, 13:48 "
Sri Lanka,"672,039",,"16,830",,"655,203",,6,,"31,148",780,"6,486,117","300,619","21,575,842","Last updated: March 10, 2023, 13:48 "
Kuwait,"663,860",,"2,570",,"660,237",,"1,053",,"151,555",587,"8,455,743","1,930,391","4,380,326","Last updated: March 10, 2023, 13:48 "
Dominican Republic,"660,790",,"4,384",,"644,785",,"11,621",4,"59,766",397,"3,740,928","338,350","11,056,370","Last updated: March 10, 2023, 13:48 "
Cyprus,"650,685",,"1,330",,"644,185",,"5,170",60,"531,872","1,087","9,640,118","7,879,860","1,223,387","Last updated: March 10, 2023, 13:48 "
Myanmar,"633,950",,"19,490",,"614,426",,34,,"11,479",353,"10,087,876","182,662","55,227,143","Last updated: March 10, 2023, 13:48 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 10, 2023, 13:48 "
Estonia,"615,423",,"2,946",,"524,990",,"87,487",5,"465,556","2,229","3,679,061","2,783,140","1,321,910","Last updated: March 10, 2023, 13:48 "
Moldova,"611,140",,"12,003",,"504,142",,"94,995",49,"152,284","2,991","3,216,305","801,437","4,013,171","Last updated: March 10, 2023, 13:48 "
Venezuela,"552,168",,"5,854",,"545,946",,368,31,"18,867",200,"3,359,014","114,771","29,266,991","Last updated: March 10, 2023, 13:48 "
Egypt,"515,759",,"24,613",,"442,182",,"48,964",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 10, 2023, 13:48 "
Libya,"507,187",,"6,437",,"500,737",,13,,"72,036",914,"2,483,812","352,777","7,040,745","Last updated: March 10, 2023, 13:48 "
Ethiopia,"500,116",,"7,572",,"487,351",,"5,193",1,"4,140",63,"5,497,920","45,508","120,812,698","Last updated: March 10, 2023, 13:48 "
Qatar,"495,090",,688,,"493,884",,518,38,"166,142",231,"4,065,369","1,364,257","2,979,915","Last updated: March 10, 2023, 13:48 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 10, 2023, 13:48 "
Honduras,"472,250",,"11,111",,N/A,N/A,N/A,105,"46,203","1,087","1,635,967","160,056","10,221,247","Last updated: March 10, 2023, 13:48 "
Armenia,"447,308",,"8,727",,"435,162",,"3,419",,"150,509","2,936","3,242,901","1,091,164","2,971,966","Last updated: March 10, 2023, 13:48 "
Bosnia and Herzegovina,"401,729",,"16,280",,"379,084",,"6,365",,"123,635","5,010","1,884,721","580,036","3,249,317","Last updated: March 10, 2023, 13:48 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 10, 2023, 13:48 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 10, 2023, 13:48 "
Zambia,"343,135",,"4,057",,"338,854",,224,,"17,624",208,"3,943,335","202,531","19,470,234","Last updated: March 10, 2023, 13:48 "
Kenya,"342,937",,"5,688",,"337,222",,27,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 10, 2023, 13:48 "
Albania,"334,457",,"3,598",,"329,195",,"1,664",,"116,683","1,255","1,941,032","677,173","2,866,374","Last updated: March 10, 2023, 13:48 "
Botswana,"329,758",,"2,801",,"326,916",,41,1,"135,082","1,147","2,026,898","830,300","2,441,162","Last updated: March 10, 2023, 13:48 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 10, 2023, 13:48 "
Montenegro,"288,808",,"2,808",,"285,354",,646,6,"459,922","4,472","2,723,175","4,336,611","627,950","Last updated: March 10, 2023, 13:48 "
Brunei,"279,661",,225,,"243,601",,"35,835",3,"627,844",505,"717,784","1,611,437","445,431","Last updated: March 10, 2023, 13:48 "
Algeria,"271,496",,"6,881",,"182,813",,"81,802",,"5,987",152,"230,861","5,091","45,350,148","Last updated: March 10, 2023, 13:48 "
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 10, 2023, 13:48 "
Zimbabwe,"264,276",,"5,671",,"258,184",,421,12,"17,238",370,"2,525,756","164,744","15,331,428","Last updated: March 10, 2023, 13:48 "
Uzbekistan,"251,247",,"1,637",,"241,486",,"8,124",23,"7,307",48,"1,377,915","40,077","34,382,084","Last updated: March 10, 2023, 13:48 "
Mozambique,"233,214",,"2,242",,"228,805",,"2,167",11,"7,048",68,"1,371,127","41,437","33,089,461","Last updated: March 10, 2023, 13:48 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 10, 2023, 13:48 "
Laos,"218,023",,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023","Last updated: March 10, 2023, 13:48 "
Afghanistan,"209,484",+2,"7,896",,"191,284",+4,"10,304",45,"5,140",194,"1,204,573","29,557","40,754,388","Last updated: March 10, 2023, 13:48 "
Iceland,"209,137",,229,,N/A,N/A,N/A,2,"605,504",663,"1,996,384","5,780,036","345,393","Last updated: March 10, 2023, 13:48 "
Kyrgyzstan,"206,708",,"2,991",,"196,406",,"7,311",131,"30,722",445,"1,907,195","283,460","6,728,271","Last updated: March 10, 2023, 13:48 "
Guadeloupe,"201,886",,"1,010",,N/A,N/A,N/A,19,"504,975","2,526","938,039","2,346,306","399,794","Last updated: March 10, 2023, 13:48 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: March 10, 2023, 13:48 "
Trinidad and Tobago,"189,918",,"4,355",,"185,101",,462,8,"135,021","3,096","900,861","640,460","1,406,585","Last updated: March 10, 2023, 13:48 "
Maldives,"185,738",,311,,"163,687",,"21,740",25,"343,333",575,"2,213,831","4,092,223","540,985","Last updated: March 10, 2023, 13:48 "
Ghana,"171,229",,"1,462",,"169,726",,41,2,"5,286",45,"2,531,089","78,131","32,395,450","Last updated: March 10, 2023, 13:48 "
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874","Last updated: March 10, 2023, 13:48 "
Uganda,"170,544",,"3,630",,"100,431",,"66,483",3,"3,521",75,"3,012,408","62,198","48,432,863","Last updated: March 10, 2023, 13:48 "
Jamaica,"154,416",,"3,514",,"102,529",,"48,373",,"51,729","1,177","1,183,986","396,633","2,985,094","Last updated: March 10, 2023, 13:48 "
Cambodia,"138,719",,"3,056",,"135,660",,3,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: March 10, 2023, 13:48 "
Rwanda,"133,194",,"1,468",,"131,647",,79,,"9,793",108,"6,021,981","442,778","13,600,464","Last updated: March 10, 2023, 13:48 "
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548","Last updated: March 10, 2023, 13:48 "
Malta,"117,610",,828,,"116,117",,665,4,"264,868","1,865","2,119,315","4,772,877","444,033","Last updated: March 10, 2023, 13:48 "
Barbados,"106,798",,579,,"106,211",,8,,"370,797","2,010","794,426","2,758,203","288,023","Last updated: March 10, 2023, 13:48 "
Angola,"105,288",,"1,933",,"103,342",,13,,"3,006",55,"1,499,795","42,818","35,027,343","Last updated: March 10, 2023, 13:48 "
Channel Islands,"101,449",,227,,"101,091",,131,,"574,902","1,286","1,252,808","7,099,551","176,463","Last updated: March 10, 2023, 13:48 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: March 10, 2023, 13:48 "
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792","Last updated: March 10, 2023, 13:48 "
Senegal,"88,926",,"1,971",,"86,947",,8,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: March 10, 2023, 13:48 "
Malawi,"88,707",,"2,686",,"85,583",,438,67,"4,396",133,"624,784","30,959","20,180,839","Last updated: March 10, 2023, 13:48 "
Ivory Coast,"88,263",,834,,"87,411",,18,,"3,182",30,"1,681,366","60,607","27,742,298","Last updated: March 10, 2023, 13:48 "
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831","Last updated: March 10, 2023, 13:48 "
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915","Last updated: March 10, 2023, 13:48 "
French Polynesia,"78,055",,649,,N/A,N/A,N/A,7,"274,683","2,284",,,"284,164","Last updated: March 10, 2023, 13:48 "
Eswatini,"74,267",,"1,425",,"72,795",,47,,"62,682","1,203","1,048,704","885,119","1,184,817","Last updated: March 10, 2023, 13:48 "
Guyana,"73,075",,"1,298",,"71,756",,21,,"92,029","1,635","722,237","909,567","794,045","Last updated: March 10, 2023, 13:48 "
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190","Last updated: March 10, 2023, 13:48 "
Fiji,"68,898",,883,,"67,006",,"1,009",,"75,757",971,"669,148","735,759","909,466","Last updated: March 10, 2023, 13:48 "
Madagascar,"67,889",,"1,423",,"66,445",,21,,"2,327",49,"526,651","18,050","29,178,077","Last updated: March 10, 2023, 13:48 "
Sudan,"63,829",,"5,017",,"58,492",,320,,"1,388",109,"562,941","12,240","45,992,020","Last updated: March 10, 2023, 13:48 "
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: March 10, 2023, 13:48 "
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678","Last updated: March 10, 2023, 13:48 "
Bhutan,"62,627",,21,,"61,564",,"1,042",,"79,482",27,"2,303,734","2,923,739","787,941","Last updated: March 10, 2023, 13:48 "
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: March 10, 2023, 13:48 "
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840","Last updated: March 10, 2023, 13:48 "
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426","Last updated: March 10, 2023, 13:48 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: March 10, 2023, 13:48 "
Andorra,"47,890",,165,,"47,563",,162,14,"618,231","2,130","249,838","3,225,256","77,463","Last updated: March 10, 2023, 13:48 "
Papua New Guinea,"46,825",,670,,"43,982",,"2,173",7,"5,039",72,"249,149","26,813","9,292,169","Last updated: March 10, 2023, 13:48 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: March 10, 2023, 13:48 "
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609","Last updated: March 10, 2023, 13:48 "
Tanzania,"42,906",,846,,N/A,N/A,N/A,7,678,13,,,"63,298,550","Last updated: March 10, 2023, 13:48 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: March 10, 2023, 13:48 "
Mauritius,"41,752",,"1,043",,"40,030",,679,,"32,754",818,"358,675","281,374","1,274,727","Last updated: March 10, 2023, 13:48 "
Togo,"39,396",,290,,"39,081",,25,,"4,538",33,"808,684","93,157","8,680,837","Last updated: March 10, 2023, 13:48 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: March 10, 2023, 13:48 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: March 10, 2023, 13:48 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: March 10, 2023, 13:48 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: March 10, 2023, 13:48 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: March 10, 2023, 13:48 "
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283","Last updated: March 10, 2023, 13:48 "
Mali,"33,062",,743,,"32,199",,120,,"1,540",35,"797,273","37,128","21,473,764","Last updated: March 10, 2023, 13:48 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: March 10, 2023, 13:48 "
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113","Last updated: March 10, 2023, 13:48 "
Benin,"27,999",,163,,"27,830",,6,,"2,190",13,"604,310","47,268","12,784,726","Last updated: March 10, 2023, 13:48 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: March 10, 2023, 13:48 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: March 10, 2023, 13:48 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: March 10, 2023, 13:48 "
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489","Last updated: March 10, 2023, 13:48 "
San Marino,"23,616",,122,,"23,471",,23,4,"692,856","3,579","157,634","4,624,732","34,085","Last updated: March 10, 2023, 13:48 "
Timor-Leste,"23,419",,138,,"23,102",,179,,"17,101",101,"278,529","203,391","1,369,429","Last updated: March 10, 2023, 13:48 "
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838","Last updated: March 10, 2023, 13:48 "
