"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
Serbia,"2,501,654",,"17,888",,"2,469,032",,"14,734",10,"289,108","2,067","12,480,460","1,442,325","8,653,016","Last updated: March 12, 2023, 14:01 "
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965","Last updated: March 12, 2023, 14:01 "
Singapore,"2,230,570",,"1,722",,"2,149,583",,"79,265",1,"375,293",290,"24,756,666","4,165,302","5,943,546","Last updated: March 12, 2023, 14:01 "
New Zealand,"2,228,291",,"3,922",,"2,214,316",,"10,053",,"454,920",801,"7,768,604","1,586,011","4,898,203","Last updated: March 12, 2023, 14:01 "
Hungary,"2,196,804",,"48,762",,"2,143,788",,"4,254",14,"228,685","5,076","11,394,556","1,186,160","9,606,259","Last updated: March 12, 2023, 14:01 "
Bangladesh,"2,037,871",,"29,445",,"1,998,448",,"9,978",N/A,"12,138",175,"15,254,399","90,862","167,885,689","Last updated: March 12, 2023, 14:01 "
Slovakia,"1,864,120",17,"21,042",3,"1,841,721",41,"1,357",25,"341,402","3,854","7,409,298","1,356,966","5,460,193","Last updated: March 12, 2023, 14:01 "
Georgia,"1,827,537",,"16,971",,"1,776,548",,"34,018",,"460,483","4,276","16,920,079","4,263,340","3,968,738","Last updated: March 12, 2023, 14:01 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 12, 2023, 14:01 "
Ireland,"1,704,502",,"8,708",,"1,693,407",115,"2,387",11,"339,529","1,735","13,041,966","2,597,898","5,020,199","Last updated: March 12, 2023, 14:01 "
Pakistan,"1,577,560",77,"30,645",1,"1,538,689",,"8,226",10,"6,874",134,"30,570,862","133,213","229,488,994","Last updated: March 12, 2023, 14:01 "
Norway,"1,479,579",,"5,213",,"1,473,604",,762,20,"268,459",946,"11,002,430","1,996,315","5,511,370","Last updated: March 12, 2023, 14:01 "
Finland,"1,463,644",,"8,967",,"1,452,725",92,"1,952",21,"263,484","1,614","12,057,338","2,170,554","5,554,960","Last updated: March 12, 2023, 14:01 "
Kazakhstan,"1,408,124",,"13,846",,"1,383,020",,"11,258",24,"73,321",721,"11,575,012","602,707","19,205,043","Last updated: March 12, 2023, 14:01 "
Slovenia,"1,332,579",,"7,079",,"1,320,381",,"5,119",4,"641,269","3,407","2,841,481","1,367,389","2,078,034","Last updated: March 12, 2023, 14:01 "
Lithuania,"1,308,504",30,"9,602",1,"1,292,357",45,"6,545",6,"491,603","3,607","10,389,789","3,903,429","2,661,708","Last updated: March 12, 2023, 14:01 "
Bulgaria,"1,297,664",,"38,231",,"1,256,705",,"2,728",26,"189,590","5,586","11,077,757","1,618,467","6,844,597","Last updated: March 12, 2023, 14:01 "
Morocco,"1,272,526",,"16,296",,"1,256,151",,79,3,"33,689",431,"12,995,267","344,038","37,772,756","Last updated: March 12, 2023, 14:01 "
Croatia,"1,269,326",,"17,987",,"1,250,890",,449,5,"312,697","4,431","5,521,987","1,360,335","4,059,286","Last updated: March 12, 2023, 14:01 "
Guatemala,"1,238,899",,"20,182",,"1,217,720",,997,5,"66,665","1,086","6,983,862","375,799","18,584,039","Last updated: March 12, 2023, 14:01 "
Lebanon,"1,233,021",,"10,843",,"1,087,587",,"134,591",74,"184,450","1,622","4,795,578","717,380","6,684,849","Last updated: March 12, 2023, 14:01 "
Costa Rica,"1,209,725",,"9,245",,"860,711",,"339,769",52,"233,432","1,784","4,659,757","899,158","5,182,354","Last updated: March 12, 2023, 14:01 "
Bolivia,"1,194,387",,"22,366",,"1,160,755",,"11,266",220,"99,593","1,865","2,705,422","225,590","11,992,656","Last updated: March 12, 2023, 14:01 "
Tunisia,"1,151,126",,"29,341",,N/A,N/A,N/A,44,"95,556","2,436","5,003,083","415,309","12,046,656","Last updated: March 12, 2023, 14:01 "
Cuba,"1,112,651",,"8,530",,"1,104,043",,78,2,"98,415",754,"14,324,663","1,267,036","11,305,652","Last updated: March 12, 2023, 14:01 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 12, 2023, 14:01 "
UAE,"1,053,586",,"2,349",,"1,036,094",,"15,143",,"104,504",233,"199,448,570","19,783,061","10,081,785","Last updated: March 12, 2023, 14:01 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 12, 2023, 14:01 "
Panama,"1,031,731",,"8,609",,"1,022,524",,598,16,"232,008","1,936","7,548,346","1,697,416","4,446,964","Last updated: March 12, 2023, 14:01 "
Mongolia,"1,007,900",,"2,179",,"1,005,717",,4,192,"298,365",645,"4,030,048","1,193,000","3,378,078","Last updated: March 12, 2023, 14:01 "
Nepal,"1,001,164",3,"12,020",,"989,129",,15,,"33,123",398,"6,015,291","199,013","30,225,582","Last updated: March 12, 2023, 14:01 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 12, 2023, 14:01 "
Latvia,"976,267",,"6,253",,"969,667",,347,13,"528,044","3,382","7,866,544","4,254,861","1,848,837","Last updated: March 12, 2023, 14:01 "
Saudi Arabia,"830,400",107,"9,621",,"817,360",53,"3,419",38,"23,166",268,"45,175,083","1,260,293","35,844,909","Last updated: March 12, 2023, 14:01 "
Azerbaijan,"828,942",36,"10,144",1,"818,583",35,215,,"80,478",985,"7,541,312","732,152","10,300,205","Last updated: March 12, 2023, 14:01 "
Paraguay,"808,507",,"19,880",,N/A,N/A,N/A,7,"110,666","2,721","2,657,506","363,751","7,305,843","Last updated: March 12, 2023, 14:01 "
Bahrain,"711,273",,"1,553",,"707,020",,"2,700",5,"398,699",871,"10,753,407","6,027,752","1,783,983","Last updated: March 12, 2023, 14:01 "
Sri Lanka,"672,040",,"16,830",,"655,205",,5,,"31,148",780,"6,486,117","300,619","21,575,842","Last updated: March 12, 2023, 14:01 "
Kuwait,"663,860",,"2,570",,"660,237",,"1,053",,"151,555",587,"8,455,743","1,930,391","4,380,326","Last updated: March 12, 2023, 14:01 "
Dominican Republic,"660,790",,"4,384",,"644,785",,"11,621",4,"59,766",397,"3,740,928","338,350","11,056,370","Last updated: March 12, 2023, 14:01 "
Cyprus,"652,386",,"1,335",,"645,696",,"5,355",60,"533,262","1,091","9,640,118","7,879,860","1,223,387","Last updated: March 12, 2023, 14:01 "
Myanmar,"633,955",,"19,490",,"614,441",,24,,"11,479",353,"10,097,660","182,839","55,227,143","Last updated: March 12, 2023, 14:01 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 12, 2023, 14:01 "
Estonia,"615,423",,"2,946",,"524,990",,"87,487",5,"465,556","2,229","3,679,061","2,783,140","1,321,910","Last updated: March 12, 2023, 14:01 "
Moldova,"611,140",,"12,003",,"504,142",,"94,995",49,"152,284","2,991","3,216,305","801,437","4,013,171","Last updated: March 12, 2023, 14:01 "
Venezuela,"552,210",,"5,854",,"545,950",,406,31,"18,868",200,"3,359,014","114,771","29,266,991","Last updated: March 12, 2023, 14:01 "
Egypt,"515,759",,"24,613",,"442,182",,"48,964",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 12, 2023, 14:01 "
Libya,"507,187",,"6,437",,"500,737",,13,,"72,036",914,"2,483,812","352,777","7,040,745","Last updated: March 12, 2023, 14:01 "
Ethiopia,"500,150",,"7,572",,"487,372",,"5,206",1,"4,140",63,"5,500,298","45,527","120,812,698","Last updated: March 12, 2023, 14:01 "
Qatar,"495,090",,688,,"493,884",,518,38,"166,142",231,"4,065,369","1,364,257","2,979,915","Last updated: March 12, 2023, 14:01 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 12, 2023, 14:01 "
Honduras,"472,301",,"11,111",,N/A,N/A,N/A,105,"46,208","1,087","1,638,354","160,289","10,221,247","Last updated: March 12, 2023, 14:01 "
Armenia,"447,308",,"8,727",,"435,162",,"3,419",,"150,509","2,936","3,242,901","1,091,164","2,971,966","Last updated: March 12, 2023, 14:01 "
Bosnia and Herzegovina,"401,729",,"16,280",,"379,084",,"6,365",,"123,635","5,010","1,884,721","580,036","3,249,317","Last updated: March 12, 2023, 14:01 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 12, 2023, 14:01 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 12, 2023, 14:01 "
Zambia,"343,135",,"4,057",,"338,854",,224,,"17,624",208,"3,943,335","202,531","19,470,234","Last updated: March 12, 2023, 14:01 "
Kenya,"342,937",,"5,688",,"337,222",,27,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 12, 2023, 14:01 "
Albania,"334,486",,"3,598",,"329,214",,"1,674",,"116,693","1,255","1,941,032","677,173","2,866,374","Last updated: March 12, 2023, 14:01 "
Botswana,"329,758",,"2,801",,"326,916",,41,1,"135,082","1,147","2,026,898","830,300","2,441,162","Last updated: March 12, 2023, 14:01 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 12, 2023, 14:01 "
Montenegro,"288,935",,"2,808",,"285,482",,645,6,"460,124","4,472","2,724,376","4,338,524","627,950","Last updated: March 12, 2023, 14:01 "
Brunei,"279,661",,225,,"243,601",,"35,835",3,"627,844",505,"717,784","1,611,437","445,431","Last updated: March 12, 2023, 14:01 "
Algeria,"271,503",,"6,881",,"182,820",,"81,802",,"5,987",152,"230,861","5,091","45,350,148","Last updated: March 12, 2023, 14:01 "
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 12, 2023, 14:01 "
Zimbabwe,"264,276",,"5,671",,"258,184",,421,12,"17,238",370,"2,525,756","164,744","15,331,428","Last updated: March 12, 2023, 14:01 "
Uzbekistan,"251,247",,"1,637",,"241,486",,"8,124",23,"7,307",48,"1,377,915","40,077","34,382,084","Last updated: March 12, 2023, 14:01 "
Mozambique,"233,214",,"2,242",,"228,805",,"2,167",11,"7,048",68,"1,371,127","41,437","33,089,461","Last updated: March 12, 2023, 14:01 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 12, 2023, 14:01 "
Laos,"218,023",,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023","Last updated: March 12, 2023, 14:01 "
Afghanistan,"209,497",,"7,896",,"191,294",,"10,307",45,"5,140",194,"1,206,102","29,594","40,754,388","Last updated: March 12, 2023, 14:01 "
Iceland,"209,137",,229,,N/A,N/A,N/A,2,"605,504",663,"1,996,384","5,780,036","345,393","Last updated: March 12, 2023, 14:01 "
Kyrgyzstan,"206,708",,"2,991",,"196,406",,"7,311",131,"30,722",445,"1,907,195","283,460","6,728,271","Last updated: March 12, 2023, 14:01 "
Guadeloupe,"201,886",,"1,010",,N/A,N/A,N/A,19,"504,975","2,526","938,039","2,346,306","399,794","Last updated: March 12, 2023, 14:01 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: March 12, 2023, 14:01 "
Trinidad and Tobago,"189,918",,"4,355",,"185,101",,462,8,"135,021","3,096","900,861","640,460","1,406,585","Last updated: March 12, 2023, 14:01 "
Maldives,"185,738",,311,,"163,687",,"21,740",25,"343,333",575,"2,213,831","4,092,223","540,985","Last updated: March 12, 2023, 14:01 "
Ghana,"171,229",,"1,462",,"169,726",,41,2,"5,286",45,"2,531,089","78,131","32,395,450","Last updated: March 12, 2023, 14:01 "
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874","Last updated: March 12, 2023, 14:01 "
Uganda,"170,544",,"3,630",,"100,431",,"66,483",3,"3,521",75,"3,012,408","62,198","48,432,863","Last updated: March 12, 2023, 14:01 "
Jamaica,"154,416",,"3,514",,"102,529",,"48,373",,"51,729","1,177","1,183,986","396,633","2,985,094","Last updated: March 12, 2023, 14:01 "
Cambodia,"138,720",1,"3,056",,"135,660",,4,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: March 12, 2023, 14:01 "
Rwanda,"133,194",,"1,468",,"131,647",,79,,"9,793",108,"6,021,981","442,778","13,600,464","Last updated: March 12, 2023, 14:01 "
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548","Last updated: March 12, 2023, 14:01 "
Malta,"117,610",,828,,"116,117",,665,4,"264,868","1,865","2,119,315","4,772,877","444,033","Last updated: March 12, 2023, 14:01 "
Barbados,"106,798",,579,,"106,211",,8,,"370,797","2,010","794,426","2,758,203","288,023","Last updated: March 12, 2023, 14:01 "
Angola,"105,288",,"1,933",,"103,342",,13,,"3,006",55,"1,499,795","42,818","35,027,343","Last updated: March 12, 2023, 14:01 "
Channel Islands,"101,449",,227,,"101,091",,131,,"574,902","1,286","1,252,808","7,099,551","176,463","Last updated: March 12, 2023, 14:01 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: March 12, 2023, 14:01 "
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792","Last updated: March 12, 2023, 14:01 "
Senegal,"88,926",,"1,971",,"86,947",,8,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: March 12, 2023, 14:01 "
Malawi,"88,707",,"2,686",,"85,583",,438,67,"4,396",133,"624,784","30,959","20,180,839","Last updated: March 12, 2023, 14:01 "
Ivory Coast,"88,268",,834,,"87,416",,18,,"3,182",30,"1,681,580","60,614","27,742,298","Last updated: March 12, 2023, 14:01 "
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831","Last updated: March 12, 2023, 14:01 "
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915","Last updated: March 12, 2023, 14:01 "
French Polynesia,"78,055",,649,,N/A,N/A,N/A,7,"274,683","2,284",,,"284,164","Last updated: March 12, 2023, 14:01 "
Eswatini,"74,267",,"1,425",,"72,795",,47,,"62,682","1,203","1,048,704","885,119","1,184,817","Last updated: March 12, 2023, 14:01 "
Guyana,"73,086",,"1,298",,"71,775",,13,,"92,043","1,635","722,993","910,519","794,045","Last updated: March 12, 2023, 14:01 "
Belize,"70,782",,688,,"70,085",,9,6,"171,722","1,669","576,016","1,397,453","412,190","Last updated: March 12, 2023, 14:01 "
Fiji,"68,898",,883,,"67,006",,"1,009",,"75,757",971,"669,148","735,759","909,466","Last updated: March 12, 2023, 14:01 "
Madagascar,"67,889",,"1,423",,"66,445",,21,,"2,327",49,"526,651","18,050","29,178,077","Last updated: March 12, 2023, 14:01 "
Sudan,"63,829",,"5,017",,"58,492",,320,,"1,388",109,"562,941","12,240","45,992,020","Last updated: March 12, 2023, 14:01 "
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: March 12, 2023, 14:01 "
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678","Last updated: March 12, 2023, 14:01 "
Bhutan,"62,627",,21,,"61,564",,"1,042",,"79,482",27,"2,303,734","2,923,739","787,941","Last updated: March 12, 2023, 14:01 "
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: March 12, 2023, 14:01 "
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840","Last updated: March 12, 2023, 14:01 "
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426","Last updated: March 12, 2023, 14:01 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: March 12, 2023, 14:01 "
Andorra,"47,890",,165,,"47,563",,162,14,"618,231","2,130","249,838","3,225,256","77,463","Last updated: March 12, 2023, 14:01 "
Papua New Guinea,"46,825",,670,,"43,982",,"2,173",7,"5,039",72,"249,149","26,813","9,292,169","Last updated: March 12, 2023, 14:01 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: March 12, 2023, 14:01 "
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609","Last updated: March 12, 2023, 14:01 "
Tanzania,"42,906",,846,,N/A,N/A,N/A,7,678,13,,,"63,298,550","Last updated: March 12, 2023, 14:01 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: March 12, 2023, 14:01 "
Mauritius,"41,769",,"1,043",,"40,052",,674,,"32,767",818,"358,675","281,374","1,274,727","Last updated: March 12, 2023, 14:01 "
Togo,"39,404",,290,,"39,081",,33,,"4,539",33,"808,904","93,183","8,680,837","Last updated: March 12, 2023, 14:01 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: March 12, 2023, 14:01 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: March 12, 2023, 14:01 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: March 12, 2023, 14:01 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: March 12, 2023, 14:01 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: March 12, 2023, 14:01 "
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283","Last updated: March 12, 2023, 14:01 "
Mali,"33,065",,743,,"32,214",,108,,"1,540",35,"797,711","37,148","21,473,764","Last updated: March 12, 2023, 14:01 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: March 12, 2023, 14:01 "
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113","Last updated: March 12, 2023, 14:01 "
Benin,"27,999",,163,,"27,830",,6,,"2,190",13,"604,310","47,268","12,784,726","Last updated: March 12, 2023, 14:01 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: March 12, 2023, 14:01 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: March 12, 2023, 14:01 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: March 12, 2023, 14:01 "
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489","Last updated: March 12, 2023, 14:01 "
San Marino,"23,616",,122,,"23,471",,23,4,"692,856","3,579","157,634","4,624,732","34,085","Last updated: March 12, 2023, 14:01 "
Timor-Leste,"23,419",,138,,"23,102",,179,,"17,101",101,"278,529","203,391","1,369,429","Last updated: March 12, 2023, 14:01 "
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838","Last updated: March 12, 2023, 14:01 "
Liechtenstein,"21,432",,89,,"21,332",,11,4,"558,314","2,318","112,457","2,929,559","38,387","Last updated: March 12, 2023, 14:01 "
