"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M Pop,Death Cases/1M Pop,Total Tests,Tests/1M Pop,Population,Date
UK,"24,370,154",,"206,952",,"24,102,268","+2,803","60,934",N/A,"355,780","3,021","522,526,476","7,628,357","68,497,907","Last updated: March 05, 2023, 13:55 "
Russia,"22,342,128","+13,559","396,298",+43,"21,677,256","+8,936","268,574",N/A,"153,232","2,718","273,400,000","1,875,095","145,805,947","Last updated: March 05, 2023, 13:55 "
Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976","Last updated: March 05, 2023, 13:55 "
Spain,"13,770,429",,"119,479",,"13,615,878",,"35,072",231,"294,749","2,557","471,036,328","10,082,298","46,719,142","Last updated: March 05, 2023, 13:55 "
Vietnam,"11,526,966",+4,"43,186",,"10,614,790",+2,"868,990",3,"116,489",436,"85,826,548","867,342","98,953,541","Last updated: March 05, 2023, 13:55 "
Australia,"11,385,534",,"19,459",,"11,332,576",,"33,499",27,"436,750",746,"78,835,048","3,024,116","26,068,792","Last updated: March 05, 2023, 13:55 "
Taiwan,"10,105,039","+10,307","18,203",+60,"9,803,603","+12,577","283,233",,"423,007",762,"30,742,304","1,286,903","23,888,595","Last updated: March 05, 2023, 13:55 "
Argentina,"10,044,125",,"130,463",,"9,909,866",,"3,796",363,"218,302","2,836","35,716,069","776,264","46,010,234","Last updated: March 05, 2023, 13:55 "
Netherlands,"8,598,182",,"22,992",,"8,560,296",+432,"14,894",53,"499,562","1,336","25,984,435","1,509,718","17,211,447","Last updated: March 05, 2023, 13:55 "
Iran,"7,569,769",,"144,878",,"7,339,641",,"85,250",312,"87,997","1,684","55,034,937","639,771","86,022,837","Last updated: March 05, 2023, 13:55 "
Mexico,"7,470,128",,"333,096",,"6,703,859",,"433,173",N/A,"56,780","2,532","19,572,325","148,768","131,562,772","Last updated: March 05, 2023, 13:55 "
Indonesia,"6,737,159",+165,"160,930",+2,"6,573,185",+576,"3,044",N/A,"24,136",577,"114,158,919","408,975","279,134,505","Last updated: March 05, 2023, 13:55 "
Poland,"6,432,315",+427,"118,952",,"5,335,940",,"977,423",696,"170,439","3,152","38,309,361","1,015,092","37,739,785","Last updated: March 05, 2023, 13:55 "
Colombia,"6,360,089",,"142,629",,"6,183,658",,"33,802",342,"123,466","2,769","36,951,507","717,327","51,512,762","Last updated: March 05, 2023, 13:55 "
Austria,"5,940,935","+4,129","21,922",+1,"5,859,818","+3,661","59,195",72,"655,247","2,418","211,273,524","23,302,116","9,066,710","Last updated: March 05, 2023, 13:55 "
Greece,"5,871,458",,"36,185",,"5,814,325","+2,618","20,948",115,"569,125","3,507","102,228,365","9,909,078","10,316,637","Last updated: March 05, 2023, 13:55 "
Portugal,"5,568,084",,"26,180",,"5,538,074",,"3,830",61,"549,090","2,582","45,980,330","4,534,294","10,140,570","Last updated: March 05, 2023, 13:55 "
Ukraine,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122","Last updated: March 05, 2023, 13:55 "
Chile,"5,177,770",,"64,222",,"5,101,501",,"12,047",83,"268,972","3,336","48,501,621","2,519,539","19,250,195","Last updated: March 05, 2023, 13:55 "
Malaysia,"5,043,626",,"36,965",,"4,997,422",,"9,239",4,"152,003","1,114","68,255,672","2,057,067","33,181,072","Last updated: March 05, 2023, 13:55 "
Israel,"4,801,230",,"12,303",,"4,781,252",,"7,675",57,"514,822","1,319","41,373,364","4,436,346","9,326,000","Last updated: March 05, 2023, 13:55 "
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679","Last updated: March 05, 2023, 13:55 "
Thailand,"4,728,035",,"33,911",,"4,692,636",,"1,488",N/A,"67,468",484,"17,270,775","246,450","70,078,203","Last updated: March 05, 2023, 13:55 "
Belgium,"4,727,795",,"33,775",,"4,661,628",+558,"32,392",43,"405,184","2,895","36,752,058","3,149,741","11,668,278","Last updated: March 05, 2023, 13:55 "
Czechia,"4,614,022",+137,"42,465",,"4,562,772","+1,149","8,785",39,"429,740","3,955","57,018,324","5,310,559","10,736,784","Last updated: March 05, 2023, 13:55 "
Canada,"4,591,149",,"51,249",,"4,506,654","+1,529","33,246",99,"119,597","1,335","66,343,123","1,728,207","38,388,419","Last updated: March 05, 2023, 13:55 "
Peru,"4,486,832",+167,"219,493",+8,"4,265,284",+111,"2,055",33,"133,203","6,516","38,089,514","1,130,783","33,684,208","Last updated: March 05, 2023, 13:55 "
Switzerland,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637","Last updated: March 05, 2023, 13:55 "
Philippines,"4,077,002",+144,"66,153",+10,"4,001,906",+241,"8,943",162,"36,237",588,"34,637,220","307,862","112,508,994","Last updated: March 05, 2023, 13:55 "
South Africa,"4,064,889",,"102,595",,"3,912,506",,"49,788",192,"66,905","1,689","26,795,090","441,027","60,756,135","Last updated: March 05, 2023, 13:55 "
Romania,"3,340,342",,"67,704",,"3,263,301",,"9,337",115,"175,518","3,558","26,676,248","1,401,701","19,031,335","Last updated: March 05, 2023, 13:55 "
Denmark,"3,175,509",+35,"8,281",+4,"3,166,343",+124,885,19,"544,222","1,419","129,202,569","22,142,875","5,834,950","Last updated: March 05, 2023, 13:55 "
Hong Kong,"2,883,700",+45,"13,463",+1,"2,859,361","+3,479","10,876",28,"379,220","1,770","76,127,725","10,011,143","7,604,299","Last updated: March 05, 2023, 13:55 "
Sweden,"2,698,535",,"23,703",,"2,671,601",+218,"3,231",8,"264,071","2,320","19,477,620","1,906,026","10,218,971","Last updated: March 05, 2023, 13:55 "
Serbia,"2,495,808",,"17,847",,"2,463,549",,"14,412",10,"288,432","2,063","12,428,148","1,436,279","8,653,016","Last updated: March 05, 2023, 13:55 "
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965","Last updated: March 05, 2023, 13:55 "
Singapore,"2,230,570",,"1,722",,"2,149,583",,"79,265",1,"375,293",290,"24,756,666","4,165,302","5,943,546","Last updated: March 05, 2023, 13:55 "
New Zealand,"2,216,852",,"3,904",,"2,205,354",,"7,594",,"452,585",797,"7,768,604","1,586,011","4,898,203","Last updated: March 05, 2023, 13:55 "
Hungary,"2,195,926",,"48,751",,"2,143,184",,"3,991",13,"228,593","5,075","11,394,556","1,186,160","9,606,259","Last updated: March 05, 2023, 13:55 "
Bangladesh,"2,037,829",,"29,445",,"1,998,448",,"9,936",N/A,"12,138",175,"15,254,399","90,862","167,885,689","Last updated: March 05, 2023, 13:55 "
Slovakia,"1,863,398",+21,"21,030",,"1,841,110",+27,"1,258",20,"341,270","3,852","7,405,889","1,356,342","5,460,193","Last updated: March 05, 2023, 13:55 "
Georgia,"1,825,598",,"16,965",,"1,776,548",,"32,085",,"459,995","4,275","16,920,079","4,263,340","3,968,738","Last updated: March 05, 2023, 13:55 "
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869","Last updated: March 05, 2023, 13:55 "
Ireland,"1,703,850",,"8,691",,"1,692,852",+240,"2,307",12,"339,399","1,731","13,033,385","2,596,189","5,020,199","Last updated: March 05, 2023, 13:55 "
Pakistan,"1,577,164",+45,"30,643",,"1,538,689",,"7,832",7,"6,873",134,"30,570,862","133,213","229,488,994","Last updated: March 05, 2023, 13:55 "
Norway,"1,479,235",,"5,213",,"1,473,323",,699,20,"268,397",946,"11,002,430","1,996,315","5,511,370","Last updated: March 05, 2023, 13:55 "
Finland,"1,462,976",,"8,936",,"1,452,167",+97,"1,873",21,"263,364","1,609","12,047,792","2,168,835","5,554,960","Last updated: March 05, 2023, 13:55 "
Kazakhstan,"1,408,124",,"13,846",,"1,383,020",,"11,258",24,"73,321",721,"11,575,012","602,707","19,205,043","Last updated: March 05, 2023, 13:55 "
Slovenia,"1,329,877",+102,"7,074",,"1,318,457",+93,"4,346",8,"639,969","3,404","2,839,240","1,366,311","2,078,034","Last updated: March 05, 2023, 13:55 "
Lithuania,"1,306,327",+51,"9,594",,"1,290,461",+49,"6,272",7,"490,785","3,604","10,381,848","3,900,446","2,661,708","Last updated: March 05, 2023, 13:55 "
Bulgaria,"1,297,037",,"38,219",,"1,255,861",,"2,957",25,"189,498","5,584","11,061,733","1,616,126","6,844,597","Last updated: March 05, 2023, 13:55 "
Morocco,"1,272,486",,"16,296",,"1,256,124",,66,3,"33,688",431,"12,989,908","343,896","37,772,756","Last updated: March 05, 2023, 13:55 "
Croatia,"1,268,992",,"17,971",,"1,250,549",,472,10,"312,615","4,427","5,503,682","1,355,825","4,059,286","Last updated: March 05, 2023, 13:55 "
Guatemala,"1,237,335",,"20,177",,"1,216,061",,"1,097",5,"66,581","1,086","6,948,424","373,892","18,584,039","Last updated: March 05, 2023, 13:55 "
Lebanon,"1,232,301",,"10,835",,"1,087,587",,"133,879",74,"184,342","1,621","4,795,578","717,380","6,684,849","Last updated: March 05, 2023, 13:55 "
Costa Rica,"1,204,164",,"9,230",,"860,711",,"334,223",52,"232,358","1,781","4,659,757","899,158","5,182,354","Last updated: March 05, 2023, 13:55 "
Bolivia,"1,193,815",,"22,365",,"1,158,821",,"12,629",220,"99,546","1,865","2,705,422","225,590","11,992,656","Last updated: March 05, 2023, 13:55 "
Tunisia,"1,150,962",,"29,331",,N/A,N/A,N/A,44,"95,542","2,435","5,002,248","415,240","12,046,656","Last updated: March 05, 2023, 13:55 "
Cuba,"1,112,622",,"8,530",,"1,104,004",,88,2,"98,413",754,"14,319,601","1,266,588","11,305,652","Last updated: March 05, 2023, 13:55 "
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361","Last updated: March 05, 2023, 13:55 "
UAE,"1,052,519",,"2,349",,"1,035,507",,"14,663",,"104,398",233,"199,309,468","19,769,264","10,081,785","Last updated: March 05, 2023, 13:55 "
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016","Last updated: March 05, 2023, 13:55 "
Panama,"1,031,273",,"8,604",,"1,022,299",,370,16,"231,905","1,935","7,532,271","1,693,801","4,446,964","Last updated: March 05, 2023, 13:55 "
Mongolia,"1,007,897",,"2,179",,"1,005,716",,2,192,"298,364",645,"4,030,048","1,193,000","3,378,078","Last updated: March 05, 2023, 13:55 "
Nepal,"1,001,149",,"12,020",,"989,123",+1,6,,"33,123",398,"6,014,248","198,979","30,225,582","Last updated: March 05, 2023, 13:55 "
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800","Last updated: March 05, 2023, 13:55 "
Latvia,"976,095",,"6,244",,"969,510",,341,13,"527,951","3,377","7,865,291","4,254,183","1,848,837","Last updated: March 05, 2023, 13:55 "
Saudi Arabia,"829,784",+54,"9,617",,"816,938",+49,"3,229",42,"23,149",268,"45,160,066","1,259,874","35,844,909","Last updated: March 05, 2023, 13:55 "
Azerbaijan,"828,721",+39,"10,129",+2,"818,383",+17,209,,"80,457",983,"7,532,345","731,281","10,300,205","Last updated: March 05, 2023, 13:55 "
Paraguay,"808,401",,"19,878",,N/A,N/A,N/A,7,"110,651","2,721","2,657,506","363,751","7,305,843","Last updated: March 05, 2023, 13:55 "
Bahrain,"708,768",,"1,552",,"706,013",,"1,203",4,"397,295",870,"10,743,440","6,022,165","1,783,983","Last updated: March 05, 2023, 13:55 "
Sri Lanka,"672,032",,"16,830",,"655,202",,0,,"31,147",780,"6,486,117","300,619","21,575,842","Last updated: March 05, 2023, 13:55 "
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326","Last updated: March 05, 2023, 13:55 "
Dominican Republic,"660,705",,"4,384",,"644,785",,"11,536",4,"59,758",397,"3,740,928","338,350","11,056,370","Last updated: March 05, 2023, 13:55 "
Cyprus,"650,685",,"1,330",,"644,185",,"5,170",60,"531,872","1,087","9,640,118","7,879,860","1,223,387","Last updated: March 05, 2023, 13:55 "
Myanmar,"633,945",,"19,490",,"614,409",,46,,"11,479",353,"10,068,417","182,309","55,227,143","Last updated: March 05, 2023, 13:55 "
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541","Last updated: March 05, 2023, 13:55 "
Estonia,"615,119",,"2,940",,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910","Last updated: March 05, 2023, 13:55 "
Moldova,"607,450",,"11,988",,"504,142",,"91,320",49,"151,364","2,987","3,216,305","801,437","4,013,171","Last updated: March 05, 2023, 13:55 "
Venezuela,"552,051",,"5,854",,"545,907",,290,36,"18,863",200,"3,359,014","114,771","29,266,991","Last updated: March 05, 2023, 13:55 "
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692","Last updated: March 05, 2023, 13:55 "
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745","Last updated: March 05, 2023, 13:55 "
Ethiopia,"500,039",,"7,572",,"487,293",,"5,174",1,"4,139",63,"5,493,115","45,468","120,812,698","Last updated: March 05, 2023, 13:55 "
Qatar,"494,377",,686,,"493,225",,466,32,"165,903",230,"4,065,369","1,364,257","2,979,915","Last updated: March 05, 2023, 13:55 "
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061","Last updated: March 05, 2023, 13:55 "
Honduras,"472,219",,"11,111",,N/A,N/A,N/A,105,"46,200","1,087","1,635,233","159,984","10,221,247","Last updated: March 05, 2023, 13:55 "
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966","Last updated: March 05, 2023, 13:55 "
Bosnia and Herzegovina,"401,636",,"16,279",,"379,084",,"6,273",,"123,606","5,010","1,884,721","580,036","3,249,317","Last updated: March 05, 2023, 13:55 "
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993","Last updated: March 05, 2023, 13:55 "
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304","Last updated: March 05, 2023, 13:55 "
Zambia,"343,135",+12,"4,057",,"338,854",+26,224,,"17,624",208,"3,943,335","202,531","19,470,234","Last updated: March 05, 2023, 13:55 "
Kenya,"342,919",,"5,688",,"337,216",,15,1,"6,100",101,"3,967,062","70,569","56,215,221","Last updated: March 05, 2023, 13:55 "
Albania,"334,427",,"3,597",,"329,169",,"1,661",,"116,672","1,255","1,941,032","677,173","2,866,374","Last updated: March 05, 2023, 13:55 "
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162","Last updated: March 05, 2023, 13:55 "
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371","Last updated: March 05, 2023, 13:55 "
Montenegro,"288,552",,"2,805",,"285,130",,617,6,"459,514","4,467","2,720,118","4,331,743","627,950","Last updated: March 05, 2023, 13:55 "
Brunei,"278,698",,225,,"243,601",,"34,872",3,"625,682",505,"717,784","1,611,437","445,431","Last updated: March 05, 2023, 13:55 "
Algeria,"271,469",,"6,881",,"182,799",,"81,789",,"5,986",152,"230,861","5,091","45,350,148","Last updated: March 05, 2023, 13:55 "
Nigeria,"266,598",,"3,155",,"259,917",,"3,526",11,"1,230",15,"5,708,974","26,339","216,746,934","Last updated: March 05, 2023, 13:55 "
Zimbabwe,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428","Last updated: March 05, 2023, 13:55 "
Uzbekistan,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084","Last updated: March 05, 2023, 13:55 "
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461","Last updated: March 05, 2023, 13:55 "
Martinique,"229,807",,"1,098",,N/A,N/A,N/A,12,"614,314","2,935","828,928","2,215,870","374,087","Last updated: March 05, 2023, 13:55 "
Laos,"218,020",+1,758,,N/A,N/A,N/A,,"29,143",101,"1,233,207","164,845","7,481,023","Last updated: March 05, 2023, 13:55 "
Afghanistan,"209,390",+20,"7,896",,"191,212",+31,"10,282",45,"5,138",194,"1,202,290","29,501","40,754,388","Last updated: March 05, 2023, 13:55 "
Iceland,"209,093",,229,,N/A,N/A,N/A,2,"605,377",663,"1,996,384","5,780,036","345,393","Last updated: March 05, 2023, 13:55 "
Kyrgyzstan,"206,673",,"2,991",,"196,406",,"7,276",131,"30,717",445,"1,907,195","283,460","6,728,271","Last updated: March 05, 2023, 13:55 "
Guadeloupe,"201,852",,"1,010",,N/A,N/A,N/A,19,"504,890","2,526","938,039","2,346,306","399,794","Last updated: March 05, 2023, 13:55 "
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389","Last updated: March 05, 2023, 13:55 "
Trinidad and Tobago,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585","Last updated: March 05, 2023, 13:55 "
Maldives,"185,732",,311,,"163,687",,"21,734",25,"343,322",575,"2,213,831","4,092,223","540,985","Last updated: March 05, 2023, 13:55 "
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450","Last updated: March 05, 2023, 13:55 "
Namibia,"171,156",,"4,090",,"166,776",,290,,"64,983","1,553","1,062,663","403,460","2,633,874","Last updated: March 05, 2023, 13:55 "
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863","Last updated: March 05, 2023, 13:55 "
Jamaica,"154,196",,"3,502",,"102,393",,"48,301",,"51,655","1,173","1,183,986","396,633","2,985,094","Last updated: March 05, 2023, 13:55 "
Cambodia,"138,719",,"3,056",,"135,658",,5,,"8,080",178,"3,091,420","180,062","17,168,639","Last updated: March 05, 2023, 13:55 "
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464","Last updated: March 05, 2023, 13:55 "
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548","Last updated: March 05, 2023, 13:55 "
Malta,"117,477",,827,,"116,028",,622,4,"264,568","1,862","2,117,102","4,767,893","444,033","Last updated: March 05, 2023, 13:55 "
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023","Last updated: March 05, 2023, 13:55 "
Angola,"105,277",,"1,933",,"103,317",,27,,"3,006",55,"1,499,795","42,818","35,027,343","Last updated: March 05, 2023, 13:55 "
Channel Islands,"101,382",,227,,"101,029",,126,,"574,523","1,286","1,252,808","7,099,551","176,463","Last updated: March 05, 2023, 13:55 "
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169","Last updated: March 05, 2023, 13:55 "
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792","Last updated: March 05, 2023, 13:55 "
Senegal,"88,921",,"1,971",,"86,947",,3,,"5,037",112,"1,146,543","64,946","17,653,671","Last updated: March 05, 2023, 13:55 "
Malawi,"88,702",,"2,686",,"85,580",,436,67,"4,395",133,"624,784","30,959","20,180,839","Last updated: March 05, 2023, 13:55 "
Ivory Coast,"88,240",,834,,"87,375",,31,,"3,181",30,"1,680,188","60,564","27,742,298","Last updated: March 05, 2023, 13:55 "
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831","Last updated: March 05, 2023, 13:55 "
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915","Last updated: March 05, 2023, 13:55 "
French Polynesia,"77,957",,649,,N/A,N/A,N/A,7,"274,338","2,284",,,"284,164","Last updated: March 05, 2023, 13:55 "
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817","Last updated: March 05, 2023, 13:55 "
Guyana,"73,075",,"1,298",,"71,756",,21,,"92,029","1,635","722,237","909,567","794,045","Last updated: March 05, 2023, 13:55 "
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190","Last updated: March 05, 2023, 13:55 "
Fiji,"68,897",,883,,"66,860",,"1,154",,"75,755",971,"668,967","735,560","909,466","Last updated: March 05, 2023, 13:55 "
Madagascar,"67,865",,"1,422",,"66,433",,10,,"2,326",49,"525,461","18,009","29,178,077","Last updated: March 05, 2023, 13:55 "
Sudan,"63,809",,"5,013",,"58,460",,336,,"1,387",109,"562,941","12,240","45,992,020","Last updated: March 05, 2023, 13:55 "
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981","Last updated: March 05, 2023, 13:55 "
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678","Last updated: March 05, 2023, 13:55 "
Bhutan,"62,620",,21,,"61,564",,"1,035",,"79,473",27,"2,303,734","2,923,739","787,941","Last updated: March 05, 2023, 13:55 "
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809","Last updated: March 05, 2023, 13:55 "
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840","Last updated: March 05, 2023, 13:55 "
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426","Last updated: March 05, 2023, 13:55 "
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533","Last updated: March 05, 2023, 13:55 "
Andorra,"47,875",,165,,"47,563",,147,14,"618,037","2,130","249,838","3,225,256","77,463","Last updated: March 05, 2023, 13:55 "
Papua New Guinea,"46,809",,670,,"43,982",,"2,157",7,"5,037",72,"249,149","26,813","9,292,169","Last updated: March 05, 2023, 13:55 "
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529","Last updated: March 05, 2023, 13:55 "
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609","Last updated: March 05, 2023, 13:55 "
Tanzania,"42,846",,846,,N/A,N/A,N/A,7,677,13,,,"63,298,550","Last updated: March 05, 2023, 13:55 "
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259","Last updated: March 05, 2023, 13:55 "
Mauritius,"41,752",,"1,043",,"40,030",,679,,"32,754",818,"358,675","281,374","1,274,727","Last updated: March 05, 2023, 13:55 "
Togo,"39,390",,290,,"39,078",,22,,"4,538",33,"808,565","93,144","8,680,837","Last updated: March 05, 2023, 13:55 "
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691","Last updated: March 05, 2023, 13:55 "
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732","Last updated: March 05, 2023, 13:55 "
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516","Last updated: March 05, 2023, 13:55 "
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699","Last updated: March 05, 2023, 13:55 "
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233","Last updated: March 05, 2023, 13:55 "
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283","Last updated: March 05, 2023, 13:55 "
Mali,"33,051",,743,,"32,145",,163,,"1,539",35,"796,406","37,087","21,473,764","Last updated: March 05, 2023, 13:55 "
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277","Last updated: March 05, 2023, 13:55 "
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113","Last updated: March 05, 2023, 13:55 "
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726","Last updated: March 05, 2023, 13:55 "
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795","Last updated: March 05, 2023, 13:55 "
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805","Last updated: March 05, 2023, 13:55 "
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159","Last updated: March 05, 2023, 13:55 "
Micronesia,"23,948",,61,,N/A,N/A,N/A,1,"203,832",519,"54,967","467,848","117,489","Last updated: March 05, 2023, 13:55 "
San Marino,"23,583",,122,,"23,276",,185,4,"691,888","3,579","157,634","4,624,732","34,085","Last updated: March 05, 2023, 13:55 "
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429","Last updated: March 05, 2023, 13:55 "
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838","Last updated: March 05, 2023, 13:55 "
